person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
30,male,Master,60975,2,RENT,10000,PERSONAL,13.22,0.16,7,591,yes,0
27,female,High School,51460,5,RENT,10000,EDUCATION,11.01,0.19,8,675,yes,0
23,male,Associate,69402,1,MORTGAGE,10000,MEDICAL,13.89,0.14,3,561,no,1
22,female,High School,63291,0,RENT,12000,PERSONAL,13.57,0.19,2,607,no,0
35,female,Bachelor,31098,12,RENT,6150,DEBTCONSOLIDATION,11.58,0.2,12,618,no,1
25,male,Bachelor,67302,4,OWN,6000,PERSONAL,15.23,0.09,3,666,no,0
23,female,Bachelor,90995,0,RENT,13200,VENTURE,6.17,0.15,4,677,no,0
25,female,Associate,73028,1,RENT,20000,EDUCATION,11.01,0.27,2,654,no,1
22,male,Bachelor,91822,0,MORTGAGE,10675,PERSONAL,6.62,0.12,3,609,yes,0
31,female,Bachelor,163187,7,MORTGAGE,3574,VENTURE,13.13,0.02,9,553,yes,0
25,female,Associate,37175,2,RENT,1200,EDUCATION,10.05,0.03,5,674,no,0
25,male,Associate,41808,2,RENT,8000,MEDICAL,16.53,0.19,4,570,no,1
29,male,Associate,136453,4,RENT,25000,EDUCATION,15.31,0.18,6,670,no,1
27,female,Bachelor,181141,4,RENT,25000,EDUCATION,11.36,0.14,6,590,no,0
25,male,High School,144741,2,MORTGAGE,8468,DEBTCONSOLIDATION,5.94,0.06,5,657,no,0
22,male,High School,143946,0,RENT,12000,DEBTCONSOLIDATION,10.36,0.08,2,566,yes,0
21,female,Master,54811,0,RENT,10000,EDUCATION,11.01,0.18,2,631,no,0
28,male,Bachelor,78631,3,RENT,10000,VENTURE,14.96,0.13,6,659,yes,0
26,male,Associate,29275,6,RENT,5000,VENTURE,7.49,0.17,2,650,yes,0
21,male,High School,67349,2,MORTGAGE,10000,PERSONAL,10.25,0.15,2,622,no,0
26,female,Bachelor,69341,0,RENT,4363,DEBTCONSOLIDATION,10.92,0.06,4,675,no,1
29,male,Associate,28994,10,RENT,2400,PERSONAL,10.36,0.08,6,695,yes,0
34,female,Bachelor,72987,12,RENT,11390,PERSONAL,11.03,0.16,9,647,no,0
29,male,Bachelor,205079,6,MORTGAGE,35000,PERSONAL,12.99,0.17,5,574,no,0
22,male,High School,51316,0,OWN,12000,EDUCATION,11.01,0.23,4,642,yes,0
30,male,High School,87550,8,RENT,25000,MEDICAL,14.33,0.29,7,603,no,1
25,male,Master,120770,1,RENT,7750,PERSONAL,9.99,0.06,4,591,no,1
48,female,Master,65958,24,RENT,1169,DEBTCONSOLIDATION,14.14,0.02,21,704,no,1
30,male,Master,51723,5,RENT,10000,VENTURE,11.01,0.19,9,625,no,0
22,male,Associate,154024,1,MORTGAGE,15000,MEDICAL,7.49,0.1,4,675,yes,0
29,male,High School,78672,4,MORTGAGE,6500,VENTURE,10.24,0.08,7,567,yes,0
26,female,Bachelor,42836,4,RENT,6573,MEDICAL,9.71,0.15,4,652,yes,0
38,female,Bachelor,20642,18,OWN,2000,VENTURE,13.23,0.1,11,603,no,0
23,male,Associate,94721,0,MORTGAGE,2400,EDUCATION,12.42,0.03,2,573,yes,0
23,female,High School,73104,2,RENT,10000,EDUCATION,11.01,0.14,2,556,no,0
31,female,Master,77089,10,RENT,3000,PERSONAL,11.01,0.04,7,704,yes,0
34,male,Associate,156817,12,MORTGAGE,20000,DEBTCONSOLIDATION,10.65,0.13,10,671,no,0
23,male,High School,85100,4,RENT,12000,EDUCATION,8.32,0.14,4,636,yes,0
36,male,Associate,59578,17,RENT,12000,MEDICAL,13.99,0.2,13,608,yes,0
23,male,Associate,73033,1,RENT,5000,VENTURE,16.49,0.07,2,575,yes,0
26,male,High School,126883,2,RENT,12100,HOMEIMPROVEMENT,11.01,0.1,2,591,yes,0
24,female,Associate,59053,0,RENT,11000,MEDICAL,9.29,0.19,4,574,yes,0
30,male,High School,51926,11,RENT,12000,VENTURE,11.71,0.23,8,595,yes,0
30,male,Bachelor,37066,7,RENT,14500,PERSONAL,11.01,0.39,8,690,no,1
21,male,Bachelor,67289,0,MORTGAGE,8900,VENTURE,6.17,0.13,2,670,no,0
22,male,Bachelor,72823,0,RENT,5000,PERSONAL,13.48,0.07,2,635,yes,0
29,male,Master,48832,7,RENT,12000,MEDICAL,9.61,0.25,9,621,no,0
24,male,High School,55170,1,MORTGAGE,4058,DEBTCONSOLIDATION,5.99,0.07,3,640,no,0
26,female,Associate,48817,3,RENT,6200,DEBTCONSOLIDATION,13.79,0.13,2,679,yes,0
42,female,Associate,77689,18,MORTGAGE,2300,DEBTCONSOLIDATION,6.99,0.03,12,599,no,0
23,female,High School,61381,0,OWN,7500,PERSONAL,10.83,0.12,4,681,no,0
23,male,Associate,36911,2,RENT,7200,MEDICAL,8.91,0.2,3,680,no,1
26,male,Associate,144659,5,MORTGAGE,23000,DEBTCONSOLIDATION,6.62,0.16,3,651,no,0
28,male,Master,47268,5,RENT,5000,EDUCATION,11.01,0.11,5,567,yes,0
37,female,Associate,120992,12,MORTGAGE,9600,VENTURE,13.22,0.08,17,671,no,0
37,male,Doctorate,150122,16,MORTGAGE,30000,HOMEIMPROVEMENT,17.99,0.2,12,627,yes,0
21,male,Bachelor,58366,0,MORTGAGE,7350,VENTURE,10.65,0.13,2,677,yes,0
24,male,High School,88950,3,RENT,27000,VENTURE,11.01,0.3,3,706,no,1
26,male,High School,90672,3,MORTGAGE,10000,MEDICAL,14.54,0.11,3,627,no,1
30,female,High School,59396,9,MORTGAGE,8500,MEDICAL,12.03,0.14,10,679,yes,0
39,male,High School,88399,14,MORTGAGE,5000,EDUCATION,11.86,0.06,16,695,no,1
32,female,Associate,82764,10,RENT,5000,VENTURE,15.7,0.06,7,610,yes,0
26,female,Associate,70554,8,MORTGAGE,15000,MEDICAL,11.01,0.21,3,661,no,1
26,female,High School,193076,4,RENT,20000,HOMEIMPROVEMENT,9.99,0.1,3,660,yes,0
26,female,Bachelor,94519,6,OWN,2400,VENTURE,14.72,0.03,3,544,yes,0
21,male,High School,35345,0,RENT,6000,EDUCATION,13.8,0.17,4,588,yes,0
25,female,Bachelor,17165,1,RENT,6000,MEDICAL,7.49,0.35,3,593,no,1
28,male,Bachelor,35766,3,OWN,6250,VENTURE,12.87,0.17,9,603,yes,0
30,male,Bachelor,90948,5,RENT,6000,MEDICAL,12.68,0.07,8,654,yes,0
30,male,Bachelor,50440,7,RENT,6000,DEBTCONSOLIDATION,6.03,0.12,10,705,no,0
28,male,Associate,79126,5,MORTGAGE,25000,DEBTCONSOLIDATION,18.62,0.32,9,555,no,1
24,male,Associate,28633,0,RENT,1500,DEBTCONSOLIDATION,7.68,0.05,2,621,yes,0
24,female,Bachelor,45027,1,RENT,8000,MEDICAL,10.77,0.18,4,625,no,1
31,male,High School,106614,7,MORTGAGE,14000,VENTURE,17.58,0.13,7,659,no,0
33,male,Bachelor,79040,10,RENT,8756,EDUCATION,6.84,0.11,11,707,yes,0
23,male,Associate,20393,0,RENT,3000,EDUCATION,16.29,0.15,2,646,no,1
24,female,High School,102886,2,MORTGAGE,10400,PERSONAL,5.79,0.1,4,577,yes,0
26,male,Master,52698,2,RENT,4302,EDUCATION,12.17,0.08,5,689,no,1
23,female,Bachelor,37092,0,RENT,7000,VENTURE,12.69,0.19,2,584,yes,0
23,male,Associate,94467,1,RENT,14400,VENTURE,14.27,0.15,4,649,yes,0
25,male,Bachelor,32653,1,RENT,2061,PERSONAL,12.61,0.06,4,703,no,0
24,female,Associate,102920,1,MORTGAGE,10000,PERSONAL,10,0.1,4,639,yes,0
22,male,Associate,72012,0,RENT,5000,EDUCATION,12.72,0.07,3,599,no,1
24,female,High School,50896,1,RENT,3200,PERSONAL,9.63,0.06,3,534,no,0
32,male,Associate,85907,9,MORTGAGE,1500,VENTURE,10.27,0.02,5,576,yes,0
29,male,High School,138881,4,RENT,6500,MEDICAL,10.65,0.05,10,648,yes,0
26,female,High School,61039,1,RENT,7000,VENTURE,10.01,0.11,2,531,yes,0
35,male,Master,84794,17,RENT,10000,HOMEIMPROVEMENT,14.62,0.12,8,734,no,0
21,male,Bachelor,24512,0,OWN,6800,HOMEIMPROVEMENT,14.59,0.28,2,615,no,1
23,female,Associate,38505,0,RENT,10000,PERSONAL,12.77,0.26,4,643,no,1
25,female,Associate,157355,6,MORTGAGE,2691,MEDICAL,5.91,0.02,3,659,no,0
29,male,Bachelor,58247,4,RENT,15000,PERSONAL,11.36,0.26,8,646,no,1
30,female,High School,61004,6,MORTGAGE,1400,DEBTCONSOLIDATION,10.36,0.02,8,583,yes,0
27,male,Bachelor,132985,6,MORTGAGE,5000,EDUCATION,12.32,0.04,3,597,yes,0
29,male,Bachelor,41197,3,RENT,3000,VENTURE,15.99,0.07,8,597,no,1
29,male,Associate,73266,8,MORTGAGE,5000,EDUCATION,7.66,0.07,10,680,no,0
24,male,High School,86141,1,RENT,11200,VENTURE,11.36,0.13,3,600,no,0
22,male,High School,59387,2,RENT,3000,DEBTCONSOLIDATION,12.23,0.05,2,593,no,1
29,female,Bachelor,44315,5,RENT,8000,VENTURE,12.34,0.18,7,618,no,0
21,female,Master,25392,0,RENT,5000,EDUCATION,11.01,0.2,2,696,no,1
25,male,Associate,97037,4,MORTGAGE,10000,EDUCATION,11.01,0.1,4,666,no,0
29,male,Bachelor,53967,9,MORTGAGE,5500,EDUCATION,10.99,0.1,7,661,yes,0
28,male,High School,37079,5,RENT,12000,DEBTCONSOLIDATION,5.42,0.32,6,574,no,1
29,male,Master,96852,1,MORTGAGE,15000,MEDICAL,11.01,0.15,10,727,yes,0
22,male,Associate,58565,3,MORTGAGE,9925,EDUCATION,9.63,0.17,3,625,yes,0
24,female,Associate,133244,5,RENT,16000,VENTURE,11.42,0.12,4,502,yes,0
22,male,High School,36837,0,RENT,12000,VENTURE,14.46,0.33,2,579,no,1
22,female,Associate,90843,0,RENT,19600,EDUCATION,12.42,0.22,4,668,yes,0
27,female,Bachelor,54095,3,RENT,10000,MEDICAL,16.77,0.18,9,612,yes,0
23,male,Associate,50130,0,RENT,7000,DEBTCONSOLIDATION,8.75,0.14,2,582,yes,0
33,male,Associate,166588,6,MORTGAGE,25000,HOMEIMPROVEMENT,20,0.15,10,649,no,1
31,female,Bachelor,58757,8,RENT,11200,EDUCATION,11.01,0.19,5,565,yes,0
26,female,High School,49037,3,RENT,5000,PERSONAL,9.91,0.1,3,640,yes,0
26,male,Doctorate,90559,6,MORTGAGE,15350,DEBTCONSOLIDATION,6.17,0.17,4,687,no,0
22,female,Associate,73259,0,RENT,5500,MEDICAL,7.88,0.08,2,618,yes,0
24,male,Bachelor,82669,0,RENT,7500,PERSONAL,11.99,0.09,2,690,no,0
28,male,Bachelor,193451,6,MORTGAGE,34000,DEBTCONSOLIDATION,9.91,0.18,7,632,yes,0
23,male,Bachelor,66437,0,MORTGAGE,15000,MEDICAL,11.62,0.23,4,584,no,0
29,female,Master,56331,8,RENT,4000,VENTURE,9.99,0.07,9,613,no,0
25,male,Master,42998,4,RENT,3500,MEDICAL,7.64,0.08,5,682,yes,0
22,female,Associate,51447,0,RENT,8500,EDUCATION,12.53,0.17,4,529,yes,0
24,male,Bachelor,106928,0,MORTGAGE,15000,EDUCATION,10.2,0.14,4,608,no,1
27,male,Bachelor,192824,1,RENT,10000,EDUCATION,16.32,0.05,9,675,no,0
27,male,Master,29801,4,RENT,2800,VENTURE,10.95,0.09,10,575,yes,0
25,male,Bachelor,47284,3,RENT,12000,PERSONAL,10.97,0.25,4,700,no,1
21,male,High School,43942,0,RENT,10000,MEDICAL,10.74,0.23,4,540,yes,0
28,female,High School,73085,7,RENT,3500,HOMEIMPROVEMENT,11.01,0.05,10,593,no,0
22,male,Bachelor,35828,2,RENT,4000,EDUCATION,15.33,0.11,4,568,no,1
24,male,Bachelor,29568,4,RENT,2000,HOMEIMPROVEMENT,12.69,0.07,2,650,no,1
23,male,Bachelor,76898,0,MORTGAGE,8000,VENTURE,10.74,0.1,2,628,no,0
33,male,Associate,20031,9,MORTGAGE,6000,MEDICAL,7.14,0.3,5,524,no,1
52,female,Associate,87091,29,RENT,7000,VENTURE,16.82,0.08,28,707,no,1
26,male,High School,40982,2,RENT,11047,DEBTCONSOLIDATION,14.85,0.27,5,564,no,1
25,female,Master,93663,4,MORTGAGE,6101,MEDICAL,7.98,0.07,4,693,no,0
23,male,Master,37200,0,MORTGAGE,8000,VENTURE,5.71,0.22,4,718,no,0
30,male,Master,60551,10,MORTGAGE,4000,DEBTCONSOLIDATION,11.77,0.07,7,670,yes,0
32,male,High School,110648,12,MORTGAGE,1712,EDUCATION,10.6,0.02,6,540,yes,0
23,male,Master,29667,0,RENT,5000,DEBTCONSOLIDATION,10.67,0.17,4,652,yes,0
26,female,Associate,25168,7,RENT,6000,VENTURE,9.99,0.24,2,684,no,0
28,male,Master,53908,5,RENT,10000,MEDICAL,13.48,0.19,8,713,no,1
24,female,Bachelor,60944,0,RENT,5000,PERSONAL,7.14,0.08,3,654,yes,0
27,female,Associate,72940,5,MORTGAGE,10000,PERSONAL,8.63,0.14,5,596,yes,0
24,female,Master,65475,2,MORTGAGE,10000,MEDICAL,9.63,0.15,2,650,no,1
25,male,High School,73295,2,MORTGAGE,10000,EDUCATION,10.58,0.14,4,567,yes,0
23,female,Bachelor,239139,4,MORTGAGE,24212,VENTURE,13.9,0.1,4,672,yes,0
30,female,Associate,108698,3,RENT,10000,EDUCATION,14.18,0.09,10,646,yes,0
23,male,High School,55641,0,RENT,5000,PERSONAL,14.22,0.09,4,622,no,0
27,female,Associate,49211,2,MORTGAGE,8000,HOMEIMPROVEMENT,14.72,0.16,9,655,no,0
29,male,Associate,93574,5,MORTGAGE,2275,DEBTCONSOLIDATION,10.15,0.02,10,603,yes,0
27,male,High School,126814,6,MORTGAGE,24000,PERSONAL,6.17,0.19,6,638,no,0
25,female,Associate,101737,3,MORTGAGE,6500,MEDICAL,10.99,0.06,3,490,yes,0
24,male,Associate,116011,0,MORTGAGE,35000,HOMEIMPROVEMENT,7.9,0.3,4,604,no,0
25,male,High School,74953,2,RENT,18000,EDUCATION,13.23,0.24,2,515,yes,0
33,male,Bachelor,100457,12,MORTGAGE,18000,DEBTCONSOLIDATION,8.49,0.18,6,698,yes,0
23,male,High School,110999,0,MORTGAGE,16432,MEDICAL,15.76,0.15,4,600,no,1
23,female,Master,97049,2,MORTGAGE,10000,PERSONAL,7.66,0.1,3,711,no,0
22,male,Associate,72960,1,MORTGAGE,1000,EDUCATION,9.63,0.01,3,501,yes,0
26,male,Master,51352,4,RENT,12000,VENTURE,8.49,0.23,3,653,no,0
40,male,Bachelor,75427,17,OWN,4800,DEBTCONSOLIDATION,11.01,0.06,16,713,no,0
31,female,High School,40513,12,RENT,2000,DEBTCONSOLIDATION,5.79,0.05,5,675,yes,0
23,male,Master,36847,0,RENT,1200,EDUCATION,9.67,0.03,3,571,yes,0
24,female,Associate,58418,0,RENT,10000,PERSONAL,14.22,0.17,4,685,no,0
33,male,Bachelor,735477,12,RENT,5950,DEBTCONSOLIDATION,12.73,0.01,10,578,yes,0
32,male,Associate,233498,10,RENT,20000,MEDICAL,11.83,0.09,6,686,no,1
21,female,Bachelor,64574,0,MORTGAGE,14400,PERSONAL,7.49,0.22,2,648,no,1
21,female,Bachelor,44105,0,RENT,18000,PERSONAL,9.88,0.41,3,654,no,1
23,female,Bachelor,36471,0,MORTGAGE,1000,MEDICAL,7.4,0.03,2,685,yes,0
30,male,High School,51470,8,RENT,5000,MEDICAL,11.01,0.1,7,632,no,0
21,male,Associate,48896,0,RENT,2000,EDUCATION,14.72,0.04,3,647,no,0
26,male,Associate,72233,4,MORTGAGE,12000,EDUCATION,6.62,0.17,4,565,yes,0
27,female,Master,43062,5,RENT,12840,MEDICAL,10.53,0.3,5,639,no,1
21,female,Master,42887,1,RENT,11300,MEDICAL,13.49,0.26,3,698,no,1
29,female,Bachelor,100507,6,MORTGAGE,7500,VENTURE,11.01,0.07,10,544,yes,0
24,female,Associate,35441,6,RENT,8500,DEBTCONSOLIDATION,11.01,0.24,2,640,yes,0
23,male,High School,78531,0,MORTGAGE,12000,PERSONAL,7.9,0.15,3,618,no,0
27,male,High School,80084,6,RENT,6000,DEBTCONSOLIDATION,11.01,0.07,8,631,no,1
23,female,High School,104483,3,MORTGAGE,14000,VENTURE,7.29,0.13,3,569,yes,0
23,male,High School,51728,0,RENT,1500,DEBTCONSOLIDATION,10.71,0.03,2,641,no,0
24,male,High School,93928,1,MORTGAGE,15000,MEDICAL,6.17,0.16,3,624,no,0
23,female,Associate,145074,0,MORTGAGE,10000,PERSONAL,11.01,0.07,2,656,yes,0
23,male,Associate,24013,0,MORTGAGE,3000,MEDICAL,11.01,0.12,4,604,no,1
29,female,High School,109085,6,RENT,12000,VENTURE,10.74,0.11,10,578,yes,0
31,male,Associate,50885,7,RENT,7750,EDUCATION,16.45,0.15,7,679,yes,0
23,female,Bachelor,49473,3,MORTGAGE,13200,MEDICAL,11.01,0.27,4,617,no,0
29,male,Bachelor,60410,8,RENT,10525,DEBTCONSOLIDATION,7.9,0.17,6,689,no,0
25,male,Associate,27780,1,MORTGAGE,6400,PERSONAL,7.88,0.23,4,672,yes,0
41,male,High School,57254,18,RENT,5000,PERSONAL,7.51,0.09,11,674,no,0
21,female,High School,28348,0,OWN,5000,VENTURE,11.01,0.18,3,506,yes,0
33,male,Doctorate,125640,9,RENT,8000,DEBTCONSOLIDATION,11.58,0.06,8,666,no,0
24,male,High School,104157,2,MORTGAGE,20000,PERSONAL,10.99,0.19,4,657,no,1
25,male,Bachelor,67097,4,RENT,20000,VENTURE,12.43,0.3,4,659,no,1
23,female,Master,144967,0,MORTGAGE,6000,MEDICAL,12.55,0.04,4,673,no,0
25,male,Associate,91015,1,RENT,20000,DEBTCONSOLIDATION,10.38,0.22,2,624,no,0
31,male,Bachelor,147442,8,MORTGAGE,6000,HOMEIMPROVEMENT,9.38,0.04,9,651,yes,0
25,female,Master,56999,4,RENT,5000,PERSONAL,6.84,0.09,3,706,yes,0
21,male,Master,26880,0,RENT,5500,HOMEIMPROVEMENT,14.91,0.2,2,653,no,1
28,female,Associate,65954,2,MORTGAGE,1200,HOMEIMPROVEMENT,7.51,0.02,7,666,no,0
24,female,Bachelor,121064,2,MORTGAGE,5000,PERSONAL,10.8,0.04,4,628,yes,0
31,male,High School,66823,8,MORTGAGE,4015,PERSONAL,11,0.06,7,530,yes,0
28,female,Master,45899,2,RENT,12000,DEBTCONSOLIDATION,11.01,0.26,9,644,no,1
26,male,Associate,68687,2,MORTGAGE,3023,EDUCATION,11.28,0.04,6,651,yes,0
22,female,High School,74229,3,MORTGAGE,8000,MEDICAL,5.79,0.11,4,645,yes,0
27,male,Master,39443,6,RENT,5800,PERSONAL,7.49,0.15,7,616,no,0
31,male,High School,39882,8,MORTGAGE,3000,HOMEIMPROVEMENT,7.49,0.08,10,639,yes,0
24,male,Associate,85101,1,OWN,24250,PERSONAL,12.18,0.28,2,614,no,0
38,male,High School,15693,16,OWN,4800,DEBTCONSOLIDATION,7.29,0.31,12,587,no,1
27,male,Master,96994,6,MORTGAGE,3000,DEBTCONSOLIDATION,11.11,0.03,7,675,yes,0
25,male,High School,87937,5,MORTGAGE,16000,VENTURE,15.28,0.18,4,607,no,1
22,male,Bachelor,57684,0,RENT,8800,EDUCATION,7.49,0.15,4,668,no,0
27,female,High School,38469,5,MORTGAGE,7500,HOMEIMPROVEMENT,7.74,0.19,8,627,no,0
21,female,Bachelor,31566,0,OWN,8800,MEDICAL,9.33,0.28,3,700,yes,0
31,male,Bachelor,168895,7,MORTGAGE,12000,DEBTCONSOLIDATION,7.88,0.07,9,674,yes,0
32,male,High School,79483,12,RENT,5000,MEDICAL,11.28,0.06,9,654,no,1
22,female,High School,96971,0,MORTGAGE,16000,EDUCATION,11.99,0.16,3,522,yes,0
23,male,Bachelor,145068,0,MORTGAGE,15000,DEBTCONSOLIDATION,11.01,0.1,4,530,yes,0
33,male,Master,289143,8,OWN,15000,PERSONAL,13.16,0.05,10,617,yes,0
21,male,Bachelor,27648,0,OWN,7350,VENTURE,7.66,0.27,2,635,yes,0
29,male,Bachelor,101851,7,MORTGAGE,20000,HOMEIMPROVEMENT,11.83,0.2,5,622,yes,0
26,male,Associate,84951,1,RENT,13000,MEDICAL,14.42,0.15,2,554,no,1
30,male,Bachelor,59688,8,RENT,16000,DEBTCONSOLIDATION,13.87,0.27,7,626,no,1
25,female,Associate,39573,2,RENT,1500,DEBTCONSOLIDATION,7.29,0.04,3,581,yes,0
29,female,High School,58594,11,OWN,8000,HOMEIMPROVEMENT,13.49,0.14,9,532,yes,0
23,female,Bachelor,94557,0,RENT,20000,MEDICAL,11.01,0.21,4,624,yes,0
31,female,Master,126727,9,RENT,24000,DEBTCONSOLIDATION,10.27,0.19,7,644,yes,0
25,female,Master,107249,5,RENT,7200,VENTURE,13.47,0.07,2,658,yes,0
27,male,High School,157201,3,MORTGAGE,15000,HOMEIMPROVEMENT,6.51,0.1,10,660,yes,0
37,female,High School,63393,14,MORTGAGE,16000,DEBTCONSOLIDATION,15.25,0.25,11,598,no,1
46,male,Associate,58647,22,RENT,8400,EDUCATION,18.54,0.14,16,662,no,1
24,male,Bachelor,51559,1,RENT,12125,DEBTCONSOLIDATION,11.01,0.24,3,613,no,0
43,male,Associate,72723,19,RENT,2000,DEBTCONSOLIDATION,12.53,0.03,17,697,yes,0
25,male,Associate,142704,0,MORTGAGE,15000,DEBTCONSOLIDATION,10.37,0.11,4,666,yes,0
25,male,Associate,185821,0,RENT,18000,MEDICAL,7.05,0.1,2,668,no,0
33,female,Bachelor,124391,9,MORTGAGE,6000,EDUCATION,11.01,0.05,8,695,yes,0
30,male,Bachelor,144808,5,RENT,15000,MEDICAL,6.17,0.1,8,609,yes,0
26,male,High School,136663,2,OWN,3160,VENTURE,11.01,0.02,3,598,yes,0
32,female,Bachelor,50493,13,RENT,6542,DEBTCONSOLIDATION,7.4,0.13,8,682,no,0
40,female,High School,132787,17,RENT,20000,EDUCATION,10.38,0.15,16,684,yes,0
31,female,Bachelor,96696,10,RENT,8000,EDUCATION,12.61,0.08,7,590,no,0
30,male,Bachelor,35671,8,OWN,6250,HOMEIMPROVEMENT,11.01,0.18,8,614,yes,0
42,male,Associate,126686,20,MORTGAGE,2400,EDUCATION,13.06,0.02,17,728,no,0
31,female,Bachelor,72998,5,RENT,6000,MEDICAL,11.71,0.08,6,562,no,1
23,male,Master,52734,2,MORTGAGE,8500,VENTURE,11.01,0.16,4,640,no,0
26,female,Bachelor,29556,5,RENT,10000,PERSONAL,9.88,0.34,2,620,no,1
22,female,Associate,41438,0,RENT,5000,PERSONAL,11.01,0.12,4,606,no,1
24,male,Master,29813,4,RENT,1500,EDUCATION,11.01,0.05,3,699,yes,0
27,female,Bachelor,34485,3,RENT,7600,DEBTCONSOLIDATION,10.99,0.22,7,654,yes,0
23,male,Bachelor,101542,0,RENT,10000,DEBTCONSOLIDATION,5.99,0.1,2,667,no,0
25,male,Master,60947,0,MORTGAGE,7500,PERSONAL,13.8,0.12,4,650,no,0
25,female,Associate,44469,4,MORTGAGE,14214,PERSONAL,10.92,0.32,7,654,yes,0
24,male,Associate,26109,5,OWN,7508,EDUCATION,12.66,0.29,3,613,no,0
32,female,High School,70863,9,RENT,10000,PERSONAL,10.03,0.14,11,655,yes,0
27,female,Associate,65766,5,OWN,9600,HOMEIMPROVEMENT,12.18,0.15,8,683,no,0
30,male,Bachelor,146301,10,MORTGAGE,25361,HOMEIMPROVEMENT,16,0.17,9,580,yes,0
25,male,High School,34538,0,RENT,4000,MEDICAL,10,0.12,2,500,yes,0
25,female,Associate,127756,3,MORTGAGE,25000,EDUCATION,7.51,0.2,6,674,yes,0
25,male,High School,23926,2,RENT,6000,HOMEIMPROVEMENT,8.39,0.25,3,668,no,1
22,male,High School,46587,0,MORTGAGE,8500,DEBTCONSOLIDATION,5.42,0.18,2,592,no,0
25,male,Master,79418,1,RENT,3000,HOMEIMPROVEMENT,8.49,0.04,4,671,no,0
25,female,Bachelor,87311,4,RENT,8000,HOMEIMPROVEMENT,9.94,0.09,4,685,yes,0
26,female,Bachelor,43181,3,MORTGAGE,6000,PERSONAL,12.21,0.14,4,528,yes,0
35,female,Master,54627,11,RENT,5000,EDUCATION,6.92,0.09,7,542,yes,0
31,female,Associate,99199,9,MORTGAGE,9000,DEBTCONSOLIDATION,5.42,0.09,10,626,no,0
27,female,Bachelor,25200,0,RENT,7000,MEDICAL,11.01,0.28,5,509,no,1
38,female,Bachelor,96617,16,RENT,2500,EDUCATION,10.99,0.03,13,725,yes,0
22,male,Bachelor,51554,2,MORTGAGE,7000,VENTURE,14.84,0.14,3,650,yes,0
28,male,Master,64167,3,MORTGAGE,9200,MEDICAL,9.32,0.14,7,600,yes,0
23,male,High School,108700,0,RENT,10181,EDUCATION,11.81,0.09,3,601,yes,0
25,male,High School,209997,3,MORTGAGE,8800,DEBTCONSOLIDATION,14.27,0.04,3,616,yes,0
34,female,Bachelor,44132,12,RENT,4000,MEDICAL,13.61,0.09,7,656,no,0
34,female,Associate,19321,10,OWN,5000,PERSONAL,9.44,0.26,12,685,no,1
33,male,Bachelor,122159,11,MORTGAGE,5000,DEBTCONSOLIDATION,7.49,0.04,5,658,yes,0
33,female,Bachelor,84948,9,RENT,9500,DEBTCONSOLIDATION,11.01,0.11,5,635,no,0
25,female,Bachelor,79835,2,MORTGAGE,10000,MEDICAL,11.78,0.13,2,679,yes,0
24,female,Bachelor,75468,2,RENT,8000,VENTURE,12.83,0.11,4,659,no,0
25,male,Associate,82568,6,MORTGAGE,6000,EDUCATION,11.22,0.07,3,660,no,0
31,male,Master,144931,8,MORTGAGE,20000,EDUCATION,7.49,0.14,6,665,yes,0
24,female,High School,39765,1,RENT,3850,EDUCATION,12.68,0.1,4,634,no,0
22,male,Bachelor,126722,0,MORTGAGE,19129,EDUCATION,11.99,0.15,3,672,yes,0
30,female,Master,116216,10,MORTGAGE,6000,VENTURE,5.42,0.05,7,670,no,0
21,female,High School,61088,0,RENT,7000,MEDICAL,10.37,0.11,4,549,yes,0
30,female,Associate,123329,6,MORTGAGE,15000,HOMEIMPROVEMENT,15.07,0.12,8,666,yes,0
31,female,Associate,312794,9,MORTGAGE,25000,DEBTCONSOLIDATION,13.57,0.08,10,694,no,0
27,female,High School,122302,2,MORTGAGE,20000,PERSONAL,11.01,0.16,8,494,yes,0
39,male,High School,67282,18,RENT,24000,HOMEIMPROVEMENT,12.53,0.36,11,655,no,1
25,female,High School,55949,0,RENT,5000,DEBTCONSOLIDATION,11.01,0.09,2,573,yes,0
27,male,Master,39981,7,RENT,4920,MEDICAL,14.48,0.12,7,623,no,1
26,male,Master,39659,6,RENT,10000,PERSONAL,6.99,0.25,3,689,no,1
27,female,Associate,67596,1,RENT,10000,DEBTCONSOLIDATION,6.54,0.15,10,662,yes,0
24,female,Associate,20891,0,RENT,5000,EDUCATION,14.22,0.24,4,642,no,1
22,male,High School,91022,0,RENT,10000,VENTURE,8.6,0.11,4,591,yes,0
25,female,High School,49209,4,RENT,2000,PERSONAL,10.93,0.04,4,587,yes,0
28,female,Associate,80677,4,RENT,9080,MEDICAL,15.59,0.11,8,660,no,1
55,female,Associate,65580,27,RENT,1000,DEBTCONSOLIDATION,13.99,0.02,27,672,no,1
28,male,Bachelor,142639,7,RENT,4800,DEBTCONSOLIDATION,8.9,0.03,6,679,no,0
23,male,Master,29740,1,OWN,12000,VENTURE,11.01,0.4,4,667,no,0
26,female,Associate,41848,3,RENT,4965,VENTURE,9.76,0.12,4,592,yes,0
