person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
33,female,Bachelor,37218,9,RENT,10000,MEDICAL,11.03,0.27,6,568,no,1
35,female,Associate,68994,14,MORTGAGE,12000,MEDICAL,12.33,0.17,11,675,no,0
26,male,Associate,47850,7,MORTGAGE,2931,MEDICAL,12.61,0.06,3,572,yes,0
23,male,Bachelor,61517,2,MORTGAGE,9000,PERSONAL,12.76,0.15,4,631,yes,0
20,male,High School,139716,0,MORTGAGE,9625,DEBTCONSOLIDATION,10.74,0.07,3,624,yes,0
23,female,Associate,91029,0,OWN,12500,MEDICAL,15.33,0.14,3,605,yes,0
23,male,Master,85560,2,MORTGAGE,21000,DEBTCONSOLIDATION,13.75,0.25,4,568,yes,0
31,male,High School,59987,8,RENT,7000,DEBTCONSOLIDATION,12.69,0.12,6,550,yes,0
26,female,Bachelor,43203,1,RENT,7200,MEDICAL,9.11,0.17,3,586,no,0
32,male,Bachelor,101522,6,RENT,14400,PERSONAL,11.99,0.14,6,655,no,0
24,male,Bachelor,81537,1,RENT,25000,VENTURE,10.99,0.31,3,674,no,1
33,female,High School,96136,11,MORTGAGE,4000,VENTURE,10.36,0.04,6,647,no,0
22,female,Bachelor,51398,0,RENT,6600,MEDICAL,16.89,0.13,3,608,no,1
37,female,Associate,103106,17,MORTGAGE,8000,HOMEIMPROVEMENT,7.24,0.08,12,598,yes,0
25,female,High School,46950,2,MORTGAGE,3500,PERSONAL,6.03,0.07,2,650,yes,0
32,male,Associate,23913,7,RENT,8325,PERSONAL,6.62,0.35,9,634,no,1
27,female,Bachelor,90930,3,MORTGAGE,10000,MEDICAL,5.79,0.11,7,610,yes,0
31,female,Bachelor,143167,6,MORTGAGE,32857,DEBTCONSOLIDATION,17.82,0.23,7,677,no,1
27,female,Master,52462,5,RENT,10000,PERSONAL,13.98,0.19,9,666,no,0
22,male,High School,63497,2,RENT,11200,MEDICAL,6.62,0.18,4,624,no,0
27,female,High School,64617,4,MORTGAGE,5000,VENTURE,11.01,0.08,7,609,yes,0
22,female,Master,87376,0,RENT,8000,MEDICAL,7.9,0.09,4,649,no,0
27,male,Bachelor,57509,3,MORTGAGE,12970,DEBTCONSOLIDATION,11.15,0.23,6,515,yes,0
28,male,Master,49051,6,RENT,5600,MEDICAL,13.49,0.11,8,636,no,0
25,male,High School,93490,5,MORTGAGE,7200,DEBTCONSOLIDATION,18.53,0.08,2,540,no,1
32,male,Master,54129,8,RENT,15000,MEDICAL,7.88,0.28,9,724,no,1
30,female,Bachelor,51397,9,RENT,1600,PERSONAL,10.37,0.03,6,634,yes,0
31,male,Bachelor,103267,11,MORTGAGE,16000,VENTURE,11.01,0.15,10,710,no,0
28,female,High School,104042,10,MORTGAGE,15000,EDUCATION,10.62,0.14,10,599,yes,0
23,female,Bachelor,44173,0,RENT,17500,VENTURE,14.22,0.4,4,590,no,1
26,female,Associate,87382,2,OWN,16000,VENTURE,10.59,0.18,4,681,yes,0
41,male,Doctorate,78785,15,MORTGAGE,22683,VENTURE,9.36,0.29,12,692,no,0
30,female,Bachelor,65653,12,MORTGAGE,15250,MEDICAL,14.42,0.23,8,634,no,1
23,female,Master,72920,1,RENT,9000,VENTURE,9.6,0.12,4,591,yes,0
22,male,Bachelor,44020,4,MORTGAGE,7750,VENTURE,9.99,0.18,4,661,no,0
26,male,Bachelor,79065,5,OWN,10000,VENTURE,13.98,0.13,3,584,yes,0
30,female,Associate,53487,9,MORTGAGE,6434,EDUCATION,9.38,0.12,5,620,yes,0
24,female,Bachelor,46603,3,RENT,6000,PERSONAL,7.35,0.13,5,692,no,0
23,female,Bachelor,81837,0,RENT,9251,DEBTCONSOLIDATION,5.83,0.11,3,653,yes,0
31,male,Bachelor,68785,11,RENT,7500,VENTURE,11.48,0.11,9,592,no,0
22,male,High School,61796,0,MORTGAGE,13000,DEBTCONSOLIDATION,11.13,0.21,3,612,no,0
23,male,Bachelor,87538,0,OWN,16000,EDUCATION,10.76,0.18,3,651,yes,0
26,female,Associate,82431,4,RENT,3500,DEBTCONSOLIDATION,15.28,0.04,3,668,no,1
23,female,High School,29978,1,RENT,5000,PERSONAL,8.31,0.17,3,663,yes,0
37,female,High School,216820,15,MORTGAGE,9979,VENTURE,8.25,0.05,8,587,yes,0
24,female,High School,96160,0,RENT,16000,HOMEIMPROVEMENT,11.14,0.17,4,508,yes,0
29,male,Master,40552,9,MORTGAGE,4200,VENTURE,11.36,0.1,6,672,yes,0
29,male,High School,49305,5,MORTGAGE,6600,MEDICAL,8,0.13,10,641,no,0
25,male,Bachelor,37073,3,MORTGAGE,12000,HOMEIMPROVEMENT,5.99,0.32,4,653,no,1
31,female,Associate,56995,12,MORTGAGE,7200,MEDICAL,11.01,0.13,6,700,yes,0
29,female,Bachelor,94217,9,RENT,20000,DEBTCONSOLIDATION,11.11,0.21,9,716,no,0
22,female,Associate,34601,0,RENT,2200,EDUCATION,15.95,0.06,3,511,no,1
22,male,High School,31546,0,RENT,6000,MEDICAL,7.54,0.19,3,533,yes,0
23,female,High School,52711,2,RENT,7200,VENTURE,8,0.14,2,630,yes,0
24,male,High School,78451,1,MORTGAGE,11000,VENTURE,5.79,0.14,3,652,yes,0
29,female,High School,289198,7,MORTGAGE,10000,VENTURE,8.49,0.03,8,649,yes,0
25,male,Associate,107112,1,RENT,7200,DEBTCONSOLIDATION,13.47,0.07,3,598,yes,0
36,male,Associate,30022,15,RENT,9925,MEDICAL,13.06,0.33,12,697,no,1
35,female,Master,84695,7,RENT,5000,PERSONAL,10.27,0.06,8,695,yes,0
44,male,Associate,80167,20,MORTGAGE,5000,PERSONAL,13.48,0.06,11,631,no,0
23,male,Bachelor,53846,2,MORTGAGE,2500,EDUCATION,12.68,0.05,3,674,no,0
26,female,Master,48848,2,MORTGAGE,6000,HOMEIMPROVEMENT,11.99,0.12,2,591,yes,0
24,male,Bachelor,72319,0,MORTGAGE,2400,DEBTCONSOLIDATION,12.69,0.03,4,634,yes,0
22,female,Associate,68496,0,MORTGAGE,17300,EDUCATION,15.62,0.25,4,589,yes,0
27,male,Bachelor,139037,2,MORTGAGE,8000,MEDICAL,7.51,0.06,7,686,yes,0
25,female,Master,84959,3,RENT,12000,EDUCATION,11.99,0.14,2,637,yes,0
39,female,Bachelor,111164,18,MORTGAGE,3533,DEBTCONSOLIDATION,5.94,0.03,11,684,no,0
27,female,High School,29455,4,RENT,5214,VENTURE,10.04,0.18,5,624,yes,0
25,male,Master,72983,5,RENT,9800,EDUCATION,11.01,0.13,2,667,yes,0
36,female,High School,55121,16,MORTGAGE,2000,HOMEIMPROVEMENT,9.88,0.04,12,634,yes,0
22,female,Associate,75252,0,OWN,4000,EDUCATION,6.76,0.05,4,613,yes,0
27,female,Master,35430,7,RENT,2378,PERSONAL,6.44,0.07,8,671,yes,0
23,female,High School,67030,0,MORTGAGE,10000,MEDICAL,13.99,0.15,3,615,no,0
24,male,Associate,38222,3,RENT,3000,MEDICAL,15.62,0.08,4,653,no,0
30,female,Associate,42875,7,RENT,10000,MEDICAL,10.9,0.23,6,552,yes,0
40,male,Associate,48942,12,MORTGAGE,10000,MEDICAL,6.51,0.2,17,659,yes,0
24,male,Associate,15472,0,RENT,4750,EDUCATION,10.75,0.31,4,587,no,1
25,male,Master,28752,0,RENT,8000,EDUCATION,13.54,0.28,3,676,no,1
31,male,Master,38182,6,RENT,2400,DEBTCONSOLIDATION,13.47,0.06,5,678,no,0
37,male,High School,48132,14,RENT,4000,EDUCATION,14.65,0.08,15,470,no,1
25,female,High School,103224,6,MORTGAGE,12000,EDUCATION,14.65,0.12,4,623,yes,0
34,female,Associate,342851,15,RENT,21000,EDUCATION,11.71,0.06,10,702,yes,0
29,male,Associate,47550,6,OWN,1600,VENTURE,12.84,0.03,7,613,yes,0
21,female,Bachelor,48786,0,MORTGAGE,8000,EDUCATION,11.01,0.16,3,618,yes,0
28,male,Bachelor,73030,5,MORTGAGE,20000,EDUCATION,11.61,0.27,5,640,yes,0
38,female,High School,168901,14,OWN,24000,VENTURE,12.18,0.14,15,682,no,0
55,male,Master,66062,33,RENT,5800,VENTURE,6.76,0.09,24,725,no,0
25,female,Bachelor,102085,3,MORTGAGE,5000,MEDICAL,10.99,0.05,2,565,yes,0
27,male,High School,43920,6,MORTGAGE,2500,HOMEIMPROVEMENT,9.63,0.06,7,644,no,0
26,female,High School,37202,4,RENT,10000,MEDICAL,6.86,0.27,4,697,no,1
22,female,High School,72692,0,RENT,25000,PERSONAL,10.76,0.34,4,604,no,1
24,female,High School,162768,2,MORTGAGE,12254,VENTURE,12.73,0.08,2,646,yes,0
30,female,Master,76643,7,MORTGAGE,3500,DEBTCONSOLIDATION,7.49,0.05,7,580,yes,0
27,female,Associate,81248,6,MORTGAGE,4200,PERSONAL,11.01,0.05,5,674,no,0
31,male,Master,87370,9,MORTGAGE,12300,VENTURE,14.96,0.14,5,552,yes,0
23,male,Master,130735,2,MORTGAGE,18000,HOMEIMPROVEMENT,11.26,0.14,2,612,no,1
33,male,Bachelor,139248,13,RENT,7500,HOMEIMPROVEMENT,11.03,0.05,8,673,no,0
26,female,Bachelor,31069,1,RENT,8500,VENTURE,11.53,0.27,3,601,no,1
22,female,High School,60728,0,RENT,5000,DEBTCONSOLIDATION,7.88,0.08,4,581,yes,0
35,female,Master,138874,11,RENT,14000,MEDICAL,11.01,0.1,5,650,yes,0
28,male,Doctorate,55043,4,MORTGAGE,10175,EDUCATION,12.69,0.18,9,727,no,0
29,male,High School,36786,6,MORTGAGE,4000,EDUCATION,11.01,0.11,6,572,no,0
25,female,Bachelor,44494,2,RENT,1200,MEDICAL,9.87,0.03,4,545,yes,0
42,female,Master,88660,19,RENT,12000,MEDICAL,16.77,0.14,13,626,no,1
42,female,Master,44327,18,RENT,9000,MEDICAL,6.19,0.2,15,659,no,0
41,male,Associate,37774,23,RENT,6500,DEBTCONSOLIDATION,10.65,0.17,12,569,no,0
21,male,High School,40938,0,MORTGAGE,11200,VENTURE,13.92,0.27,4,659,no,1
32,male,Associate,117583,10,MORTGAGE,5500,HOMEIMPROVEMENT,12.18,0.05,9,604,yes,0
38,male,High School,66466,16,RENT,9976,PERSONAL,15.14,0.15,15,707,no,1
25,male,High School,66498,0,MORTGAGE,10000,VENTURE,8.94,0.15,2,537,yes,0
22,female,Associate,53935,0,MORTGAGE,18900,DEBTCONSOLIDATION,10.14,0.35,2,535,yes,0
22,female,High School,59890,1,MORTGAGE,8000,EDUCATION,10.25,0.13,4,620,no,1
22,female,High School,63418,2,MORTGAGE,6000,MEDICAL,7.88,0.09,4,649,yes,0
22,female,Associate,54436,1,RENT,4000,EDUCATION,13.99,0.07,3,679,yes,0
21,female,High School,41129,0,OWN,5000,EDUCATION,14.61,0.12,3,664,no,0
32,female,Bachelor,73058,8,MORTGAGE,7125,VENTURE,9.99,0.1,7,653,yes,0
26,female,Bachelor,85020,2,MORTGAGE,25000,VENTURE,11.01,0.29,4,619,yes,0
29,male,Bachelor,120750,5,MORTGAGE,12015,HOMEIMPROVEMENT,10.28,0.1,8,659,yes,0
24,male,High School,122328,2,OWN,24250,VENTURE,12.53,0.2,3,654,no,0
22,male,Master,32245,1,RENT,9000,MEDICAL,10.59,0.28,2,602,no,1
25,male,Associate,30796,0,RENT,8000,HOMEIMPROVEMENT,12.72,0.26,4,663,no,1
24,female,Bachelor,46437,1,RENT,10000,EDUCATION,11.01,0.22,4,621,no,0
23,male,Associate,26582,0,RENT,6000,EDUCATION,15.27,0.23,2,650,yes,0
33,male,High School,58822,13,RENT,3600,VENTURE,8.46,0.06,7,623,yes,0
27,male,Associate,67944,3,MORTGAGE,4117,EDUCATION,10.53,0.06,7,655,no,0
36,male,Master,36889,10,RENT,8875,MEDICAL,6.11,0.24,12,655,yes,0
28,female,Bachelor,73210,7,OWN,7000,EDUCATION,15.99,0.1,7,655,yes,0
26,male,High School,91772,5,RENT,15000,PERSONAL,16.49,0.16,2,651,no,0
28,male,Associate,75233,9,RENT,9200,MEDICAL,10,0.12,9,662,yes,0
22,female,Master,98523,0,MORTGAGE,20000,PERSONAL,6.54,0.2,2,572,yes,0
23,male,Bachelor,44171,2,OWN,1800,VENTURE,6.54,0.04,4,568,yes,0
31,female,Associate,96662,11,MORTGAGE,6000,PERSONAL,7.3,0.06,10,669,no,0
24,male,Master,104383,1,MORTGAGE,10000,VENTURE,11.41,0.1,3,678,no,0
23,male,Bachelor,66788,0,RENT,4000,MEDICAL,9.32,0.06,3,628,yes,0
33,male,Associate,55358,14,RENT,8500,MEDICAL,10.62,0.15,6,620,yes,0
23,male,Associate,57666,1,MORTGAGE,13850,DEBTCONSOLIDATION,12.68,0.24,4,571,yes,0
26,female,Associate,73198,4,MORTGAGE,15000,EDUCATION,14.59,0.2,4,611,no,1
23,male,Associate,115018,0,RENT,10000,VENTURE,8.32,0.09,4,644,yes,0
41,male,High School,114907,20,MORTGAGE,21600,HOMEIMPROVEMENT,13.92,0.19,12,640,yes,0
21,female,High School,30100,0,OWN,4500,MEDICAL,11.83,0.15,4,634,yes,0
28,female,Associate,81726,2,RENT,7500,EDUCATION,9.8,0.09,7,638,no,0
22,female,High School,22427,0,RENT,1500,HOMEIMPROVEMENT,12.16,0.07,4,671,no,1
30,male,Bachelor,157100,8,MORTGAGE,8509,MEDICAL,12.27,0.05,5,625,yes,0
27,male,High School,52160,4,RENT,3764,DEBTCONSOLIDATION,11.71,0.07,5,644,no,1
31,male,Master,44334,5,RENT,4000,MEDICAL,13.8,0.09,9,656,no,0
33,female,Associate,48051,10,RENT,5000,MEDICAL,6.88,0.1,12,677,no,0
36,female,High School,84936,10,MORTGAGE,10000,VENTURE,9.88,0.12,14,623,yes,0
22,male,High School,22534,1,RENT,7000,HOMEIMPROVEMENT,10.65,0.31,2,541,no,1
35,male,Bachelor,126885,8,MORTGAGE,10000,EDUCATION,7.72,0.08,8,550,yes,0
31,female,Master,45033,7,RENT,10000,EDUCATION,7.93,0.22,7,703,yes,0
22,male,Associate,34758,1,RENT,7500,EDUCATION,8.57,0.22,4,583,yes,0
41,female,Associate,32925,21,MORTGAGE,10300,PERSONAL,16.29,0.31,14,661,no,1
28,female,Bachelor,172810,6,RENT,15000,HOMEIMPROVEMENT,12.53,0.09,6,673,no,0
26,female,Associate,34023,4,RENT,2221,MEDICAL,12.47,0.07,4,636,yes,0
24,male,Bachelor,91159,3,MORTGAGE,15600,VENTURE,11.01,0.17,4,654,yes,0
22,male,High School,56408,3,RENT,11000,EDUCATION,10.59,0.2,3,538,no,0
26,female,Doctorate,64279,3,MORTGAGE,6000,EDUCATION,6.62,0.09,3,680,yes,0
33,female,Associate,55051,10,RENT,4800,DEBTCONSOLIDATION,10.59,0.09,8,654,yes,0
37,female,High School,51375,18,RENT,8400,VENTURE,13.49,0.16,15,606,yes,0
36,male,Doctorate,35616,12,OWN,5375,HOMEIMPROVEMENT,11.11,0.15,13,627,yes,0
22,female,High School,48977,0,RENT,4500,EDUCATION,7.66,0.09,3,599,no,0
32,female,Associate,37149,11,OWN,17875,HOMEIMPROVEMENT,6.99,0.48,5,655,no,0
25,male,High School,51659,3,RENT,8000,EDUCATION,11,0.15,4,620,yes,0
30,male,High School,230150,5,MORTGAGE,11701,PERSONAL,17.22,0.05,9,577,no,1
22,male,Bachelor,42887,3,RENT,1500,DEBTCONSOLIDATION,12.23,0.03,4,622,no,1
27,female,Bachelor,82638,7,MORTGAGE,3000,HOMEIMPROVEMENT,14.65,0.04,10,710,yes,0
60,male,Associate,87299,39,OWN,10000,PERSONAL,10.59,0.11,24,637,yes,0
39,female,High School,62092,10,OWN,12000,EDUCATION,11.34,0.19,17,618,yes,0
35,female,Master,103038,13,MORTGAGE,12000,PERSONAL,10,0.12,5,725,no,0
29,female,Doctorate,141611,8,MORTGAGE,12000,PERSONAL,13.55,0.08,8,612,no,1
25,male,High School,120973,3,MORTGAGE,12000,VENTURE,11.39,0.1,4,645,yes,0
26,male,Bachelor,31235,0,MORTGAGE,6250,MEDICAL,15.31,0.2,4,665,no,1
22,male,High School,35836,0,RENT,6250,PERSONAL,16.07,0.17,3,645,no,1
25,female,Associate,53031,1,RENT,3000,VENTURE,13.8,0.06,2,604,yes,0
31,female,Associate,41500,7,RENT,4000,MEDICAL,11.49,0.1,5,526,yes,0
22,male,Associate,70623,2,RENT,12000,VENTURE,11.49,0.17,4,651,no,0
24,male,Associate,29814,1,RENT,8500,MEDICAL,7.9,0.29,2,606,no,1
25,male,High School,149973,0,OWN,10000,HOMEIMPROVEMENT,6.54,0.07,3,644,yes,0
33,female,Associate,84835,10,MORTGAGE,14000,VENTURE,11.32,0.17,10,673,yes,0
34,male,Bachelor,81544,12,RENT,20000,EDUCATION,11.64,0.25,9,711,yes,0
23,female,Bachelor,90109,0,RENT,25000,MEDICAL,10.36,0.28,3,653,no,1
22,female,Bachelor,58246,1,RENT,4000,VENTURE,11.01,0.07,3,541,no,0
25,female,Bachelor,76296,6,RENT,12000,VENTURE,7.16,0.16,5,702,no,0
53,female,High School,56460,28,OWN,4925,PERSONAL,11.71,0.09,28,660,no,0
23,male,Master,80465,0,RENT,11785,HOMEIMPROVEMENT,16.72,0.15,3,588,no,1
22,male,High School,65893,1,RENT,3200,HOMEIMPROVEMENT,16.49,0.05,2,612,no,1
21,male,Bachelor,241060,0,MORTGAGE,25000,DEBTCONSOLIDATION,13.99,0.1,2,699,no,0
23,male,Bachelor,66221,0,OWN,2800,DEBTCONSOLIDATION,14.42,0.04,3,652,yes,0
22,female,High School,43909,0,OWN,6000,VENTURE,8.9,0.14,3,543,yes,0
25,male,Associate,65811,5,OWN,8000,HOMEIMPROVEMENT,11.83,0.12,3,658,no,0
37,female,Bachelor,54867,19,RENT,7200,MEDICAL,9.63,0.13,11,650,yes,0
27,male,Bachelor,60895,6,RENT,15000,VENTURE,13.16,0.25,9,669,no,0
31,male,Associate,72754,7,RENT,12000,PERSONAL,10.98,0.16,10,629,yes,0
23,male,Bachelor,124530,0,MORTGAGE,4000,DEBTCONSOLIDATION,13.49,0.03,2,651,no,0
22,female,Bachelor,49259,0,RENT,4000,EDUCATION,12.69,0.08,3,644,yes,0
22,male,High School,20896,0,MORTGAGE,2000,EDUCATION,10.65,0.1,2,596,no,0
23,female,Associate,72951,2,MORTGAGE,7000,EDUCATION,6.54,0.1,3,663,no,0
36,female,Associate,35667,9,RENT,1200,MEDICAL,12.42,0.03,15,641,yes,0
23,female,Associate,180937,0,MORTGAGE,8200,EDUCATION,6.93,0.05,3,655,no,0
36,male,Bachelor,103188,14,RENT,25000,EDUCATION,11.86,0.24,11,729,no,0
28,female,High School,83531,4,MORTGAGE,10000,DEBTCONSOLIDATION,9.88,0.12,8,659,no,0
25,male,High School,72757,4,RENT,12500,EDUCATION,11.53,0.17,2,616,yes,0
23,male,Associate,72899,4,MORTGAGE,3000,VENTURE,19.13,0.04,2,609,no,0
31,female,Associate,72365,9,RENT,15000,PERSONAL,15.21,0.21,10,625,yes,0
29,female,Associate,70914,6,RENT,9600,VENTURE,11.48,0.14,5,574,yes,0
24,female,High School,103172,3,MORTGAGE,9600,PERSONAL,11.92,0.09,4,591,yes,0
32,male,Master,37996,7,RENT,7400,HOMEIMPROVEMENT,16.77,0.19,9,594,no,1
24,male,Bachelor,116487,1,RENT,7000,VENTURE,9.91,0.06,3,537,no,0
27,male,Associate,361226,5,MORTGAGE,35000,DEBTCONSOLIDATION,11.01,0.1,8,675,yes,0
29,male,Master,73165,5,RENT,10000,DEBTCONSOLIDATION,8.59,0.14,5,600,no,0
26,male,High School,51692,7,MORTGAGE,4500,EDUCATION,11.48,0.09,3,595,yes,0
23,male,High School,115079,2,RENT,12000,PERSONAL,6.64,0.1,3,654,yes,0
80,male,High School,77894,62,RENT,6800,MEDICAL,11.71,0.09,25,673,no,0
22,female,Bachelor,51036,1,RENT,5000,MEDICAL,9.13,0.1,3,669,no,0
49,male,High School,50916,27,RENT,8000,MEDICAL,7.4,0.16,15,711,no,0
27,female,High School,163083,2,MORTGAGE,10800,VENTURE,10.2,0.07,7,626,yes,0
32,male,Bachelor,187223,12,MORTGAGE,7478,PERSONAL,11.29,0.04,6,653,yes,0
26,female,Associate,35835,3,OWN,9000,EDUCATION,11.01,0.25,4,629,yes,0
23,female,Associate,51487,3,RENT,4100,MEDICAL,7.88,0.08,2,656,no,0
26,male,High School,90951,2,MORTGAGE,12000,HOMEIMPROVEMENT,7.23,0.13,4,527,yes,0
28,male,Master,121078,2,RENT,20000,VENTURE,11.22,0.17,9,644,no,0
22,male,Bachelor,71458,0,RENT,14900,MEDICAL,13.57,0.21,3,682,yes,0
26,male,Associate,76798,2,RENT,5451,HOMEIMPROVEMENT,13.79,0.07,3,635,no,0
24,female,Master,121310,1,MORTGAGE,10000,EDUCATION,5.99,0.08,2,633,yes,0
23,male,Associate,48756,2,RENT,6000,DEBTCONSOLIDATION,7.51,0.12,3,656,yes,0
32,female,Associate,67772,12,OWN,8800,EDUCATION,9.99,0.13,6,676,yes,0
26,male,Master,61212,0,RENT,10000,PERSONAL,8.49,0.16,3,534,yes,0
22,male,High School,86474,2,RENT,5000,VENTURE,12.99,0.06,4,499,yes,0
25,male,High School,108934,0,MORTGAGE,15000,MEDICAL,10.43,0.14,3,607,yes,0
23,male,Associate,36861,0,MORTGAGE,1200,VENTURE,9.67,0.03,2,606,no,0
26,male,Bachelor,15393,2,RENT,1000,MEDICAL,14.52,0.06,7,553,no,1
35,male,Associate,23754,8,RENT,3500,VENTURE,9.32,0.15,6,687,no,1
22,male,Master,58925,0,RENT,5000,PERSONAL,11.12,0.08,2,670,no,0
30,male,Bachelor,274867,10,MORTGAGE,12800,VENTURE,15.33,0.05,8,666,yes,0
26,male,Bachelor,24143,6,RENT,1900,DEBTCONSOLIDATION,11.01,0.08,3,588,no,0
24,male,Master,50101,1,MORTGAGE,6600,MEDICAL,10.71,0.13,2,716,no,1
23,female,Master,83862,3,RENT,4800,DEBTCONSOLIDATION,10.75,0.06,2,588,yes,0
24,male,Associate,87025,0,RENT,12000,MEDICAL,7.88,0.14,4,594,yes,0
28,female,Associate,72807,3,RENT,2400,PERSONAL,7.46,0.03,7,622,yes,0
25,female,High School,52553,5,MORTGAGE,10000,DEBTCONSOLIDATION,7.88,0.19,3,525,yes,0
24,male,High School,161952,2,RENT,25000,PERSONAL,16.07,0.15,3,578,yes,0
33,female,Bachelor,51163,9,RENT,12000,MEDICAL,13.56,0.23,8,674,yes,0
24,female,High School,37005,3,RENT,10000,HOMEIMPROVEMENT,14.64,0.27,4,534,no,1
34,female,High School,54153,9,OWN,10000,VENTURE,13.43,0.18,6,576,yes,0
24,male,Associate,79211,4,MORTGAGE,5000,PERSONAL,8.59,0.06,2,720,yes,0
32,female,High School,49208,10,OWN,7000,VENTURE,12.68,0.14,10,614,no,0
23,female,Associate,73211,1,MORTGAGE,12000,DEBTCONSOLIDATION,7.29,0.16,3,566,yes,0
29,male,Associate,78786,7,MORTGAGE,4800,MEDICAL,11.01,0.06,5,664,no,0
28,female,High School,75549,6,RENT,13400,DEBTCONSOLIDATION,13.06,0.18,6,526,yes,0
24,female,Master,78773,2,MORTGAGE,8000,EDUCATION,5.99,0.1,2,671,no,0
36,male,Master,105425,8,MORTGAGE,24467,MEDICAL,11.61,0.23,10,672,yes,0
26,male,High School,154765,0,MORTGAGE,35000,DEBTCONSOLIDATION,8.9,0.23,3,627,yes,0
25,male,Bachelor,55086,4,OWN,10000,PERSONAL,12.87,0.18,2,684,yes,0
23,male,Bachelor,78832,2,MORTGAGE,8500,EDUCATION,15.23,0.11,3,641,no,0
24,male,Associate,88718,2,MORTGAGE,10000,MEDICAL,7.49,0.11,3,689,no,0
30,female,Bachelor,96804,2,MORTGAGE,14449,HOMEIMPROVEMENT,12,0.15,9,611,yes,0
30,male,Bachelor,94671,6,RENT,25000,PERSONAL,12.7,0.26,7,653,no,1
22,male,Bachelor,120758,0,MORTGAGE,15000,DEBTCONSOLIDATION,8.94,0.12,3,659,yes,0
28,female,High School,30941,4,RENT,5000,EDUCATION,7.51,0.16,7,578,yes,0
23,female,High School,66958,0,RENT,9600,VENTURE,7.49,0.14,2,630,no,0
23,male,Master,42822,0,RENT,2000,MEDICAL,8.43,0.05,3,614,yes,0
25,male,Associate,54373,2,RENT,1500,MEDICAL,11.47,0.03,5,655,no,0
27,female,Associate,35942,5,RENT,7054,DEBTCONSOLIDATION,6.68,0.2,9,597,yes,0
22,male,Master,36260,0,RENT,2800,EDUCATION,7.43,0.08,4,667,yes,0
21,male,Bachelor,82727,0,MORTGAGE,16000,DEBTCONSOLIDATION,11.26,0.19,3,671,no,0
40,female,Associate,198068,19,RENT,8000,DEBTCONSOLIDATION,11.01,0.04,17,673,yes,0
26,male,Bachelor,40059,7,MORTGAGE,10000,MEDICAL,11.01,0.25,4,693,no,1
21,female,High School,43209,0,RENT,10000,VENTURE,7.66,0.23,3,661,yes,0
22,male,High School,116099,0,MORTGAGE,11400,EDUCATION,13.04,0.1,2,476,yes,0
26,male,Bachelor,33504,5,RENT,6000,VENTURE,9.99,0.18,4,695,yes,0
30,male,High School,74365,8,RENT,12000,EDUCATION,6.92,0.16,9,588,yes,0
32,male,Associate,18468,13,RENT,3000,PERSONAL,13.98,0.16,8,594,no,1
24,male,Associate,99773,5,RENT,9985,EDUCATION,5.92,0.1,4,605,no,0
41,female,High School,40410,19,RENT,9400,VENTURE,8.9,0.23,16,663,no,0
24,male,High School,73262,0,MORTGAGE,5000,MEDICAL,7.14,0.07,2,607,no,0
22,male,Master,54475,0,RENT,3200,PERSONAL,11.01,0.06,4,674,no,0
26,female,High School,57337,3,RENT,12774,EDUCATION,11.74,0.22,2,658,yes,0
28,female,Associate,61109,5,RENT,7000,VENTURE,6.92,0.11,9,658,no,0
31,male,High School,100645,7,MORTGAGE,7500,EDUCATION,7.66,0.07,10,614,no,0
23,female,Bachelor,60901,0,RENT,7200,VENTURE,10.1,0.12,4,654,yes,0
25,female,Bachelor,87423,2,RENT,19084,HOMEIMPROVEMENT,11.71,0.22,3,664,no,1
44,male,Bachelor,18907,19,RENT,2350,EDUCATION,10.82,0.12,13,712,no,1
26,female,Bachelor,126829,8,OWN,10000,VENTURE,15.65,0.08,4,708,yes,0
29,female,Master,72731,6,MORTGAGE,16000,HOMEIMPROVEMENT,14.96,0.22,6,652,yes,0
25,male,Bachelor,112933,0,RENT,30456,PERSONAL,14.77,0.27,3,653,no,1
22,female,Bachelor,64386,1,RENT,6000,EDUCATION,11.97,0.09,2,663,no,1
28,female,Associate,35926,8,RENT,4800,VENTURE,15.23,0.13,7,601,yes,0
29,female,High School,38192,5,RENT,6000,MEDICAL,13.47,0.16,6,656,no,0
28,female,High School,88503,9,MORTGAGE,15000,PERSONAL,11.83,0.17,7,663,yes,0
25,male,Bachelor,72919,6,MORTGAGE,5000,HOMEIMPROVEMENT,15.27,0.07,2,615,yes,0
21,male,Master,29879,0,OWN,7000,MEDICAL,11.86,0.23,2,617,no,0
40,male,Associate,46499,17,RENT,7000,DEBTCONSOLIDATION,15.99,0.15,16,622,no,1
32,male,High School,77546,5,RENT,10000,EDUCATION,12.69,0.13,10,617,yes,0
24,female,Bachelor,57558,3,MORTGAGE,12000,MEDICAL,12.21,0.21,3,553,yes,0
30,female,Bachelor,35674,5,RENT,10000,DEBTCONSOLIDATION,15.8,0.28,10,732,no,1
24,female,High School,78961,3,RENT,14000,EDUCATION,10.99,0.18,4,583,yes,0
36,female,Associate,159184,12,RENT,10200,HOMEIMPROVEMENT,7.51,0.06,13,574,no,0
