person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
33,male,Associate,78965,8,RENT,12351,EDUCATION,12.26,0.16,8,688,no,0
27,female,Associate,39586,8,RENT,17725,MEDICAL,11.49,0.45,8,617,no,1
41,male,Associate,75554,16,MORTGAGE,5000,HOMEIMPROVEMENT,8.47,0.07,13,718,yes,0
25,male,High School,136700,1,MORTGAGE,5000,DEBTCONSOLIDATION,14.54,0.04,2,666,no,1
32,male,Bachelor,170134,9,RENT,10000,PERSONAL,14.79,0.06,9,598,no,0
22,male,Master,73448,0,RENT,5500,VENTURE,7.88,0.07,3,703,yes,0
22,male,Bachelor,45535,0,RENT,13000,VENTURE,16,0.29,2,640,no,1
22,female,Bachelor,26902,4,MORTGAGE,1400,VENTURE,11.01,0.05,2,653,yes,0
27,male,Bachelor,150854,6,MORTGAGE,15628,PERSONAL,9.18,0.1,4,633,no,0
21,male,Associate,301035,0,MORTGAGE,5000,PERSONAL,8.59,0.02,3,631,yes,0
27,male,High School,39487,2,RENT,14125,MEDICAL,12.68,0.36,10,671,no,1
29,female,Bachelor,33196,5,RENT,12000,DEBTCONSOLIDATION,13.24,0.36,6,643,no,1
24,female,High School,73250,0,MORTGAGE,5000,DEBTCONSOLIDATION,6.86,0.07,3,534,yes,0
30,female,High School,82628,8,MORTGAGE,6000,EDUCATION,13.72,0.07,5,639,no,0
37,male,Master,36783,12,RENT,6500,MEDICAL,10.37,0.18,11,667,no,0
21,male,Bachelor,70028,0,MORTGAGE,4000,VENTURE,7.9,0.06,3,658,yes,0
40,female,High School,51477,19,MORTGAGE,7489,EDUCATION,12.25,0.15,11,692,yes,0
25,male,Bachelor,99301,0,RENT,11200,PERSONAL,5.42,0.11,4,670,no,0
24,female,High School,60849,2,RENT,5000,HOMEIMPROVEMENT,15.62,0.08,4,648,no,1
22,male,Master,60989,2,MORTGAGE,13000,EDUCATION,10.65,0.21,3,616,yes,0
25,male,Master,38779,3,RENT,1409,EDUCATION,11.45,0.04,3,565,yes,0
25,male,Bachelor,55050,4,MORTGAGE,4225,DEBTCONSOLIDATION,7.1,0.08,3,644,yes,0
26,male,Associate,27124,2,OWN,7500,VENTURE,10.96,0.28,2,600,yes,0
24,male,Bachelor,68072,3,MORTGAGE,2000,VENTURE,10.99,0.03,4,662,yes,0
22,female,High School,15173,0,RENT,1775,MEDICAL,9.35,0.12,3,645,no,1
22,female,Bachelor,58689,0,RENT,7200,PERSONAL,12.69,0.12,2,556,yes,0
31,female,Associate,173479,9,MORTGAGE,19671,DEBTCONSOLIDATION,11.6,0.11,8,641,yes,0
27,male,Associate,29844,9,RENT,10000,MEDICAL,13.23,0.34,8,558,no,1
34,male,Master,58561,10,MORTGAGE,5000,DEBTCONSOLIDATION,11.3,0.09,10,607,no,0
24,female,High School,63304,1,RENT,10000,DEBTCONSOLIDATION,9.91,0.16,2,564,no,0
24,male,Master,79214,1,MORTGAGE,6600,DEBTCONSOLIDATION,10.65,0.08,2,634,yes,0
22,female,High School,132809,0,RENT,20000,DEBTCONSOLIDATION,13.72,0.15,3,691,yes,0
23,female,Bachelor,45718,1,RENT,8000,VENTURE,14.26,0.17,4,634,yes,0
25,male,Master,90718,4,RENT,25000,MEDICAL,10.99,0.28,2,692,no,1
28,male,High School,116285,5,RENT,5000,VENTURE,11.12,0.04,7,668,yes,0
23,male,High School,69112,2,MORTGAGE,4200,MEDICAL,12.68,0.06,4,504,yes,0
29,female,Bachelor,71685,4,MORTGAGE,10000,HOMEIMPROVEMENT,6.91,0.14,5,630,no,0
30,male,Bachelor,173905,8,MORTGAGE,35000,PERSONAL,12.68,0.2,8,691,no,0
24,female,High School,54833,3,OTHER,7500,MEDICAL,8.32,0.14,3,581,yes,0
21,female,High School,54847,0,RENT,6500,VENTURE,10.74,0.12,2,636,no,0
24,male,Associate,97123,2,MORTGAGE,18000,HOMEIMPROVEMENT,7.9,0.19,2,683,no,0
21,female,Associate,24468,0,MORTGAGE,15000,EDUCATION,9.64,0.61,2,548,no,1
24,female,Associate,135798,0,MORTGAGE,3635,EDUCATION,6.35,0.03,4,652,yes,0
28,male,Bachelor,50519,6,RENT,4000,PERSONAL,18.64,0.08,8,678,no,1
23,male,Master,72663,0,OWN,8000,PERSONAL,12.53,0.11,3,643,yes,0
28,male,Bachelor,96932,7,RENT,17000,MEDICAL,5.79,0.18,6,666,yes,0
40,female,Associate,35041,18,OWN,12000,PERSONAL,16,0.34,14,654,no,0
22,male,High School,129274,0,RENT,24053,HOMEIMPROVEMENT,18.04,0.19,4,594,no,1
23,male,High School,102964,0,MORTGAGE,5275,EDUCATION,7.43,0.05,3,666,no,0
24,male,Bachelor,180902,3,MORTGAGE,24000,VENTURE,10.99,0.13,3,632,yes,0
22,male,Master,52351,3,RENT,7500,VENTURE,14.96,0.14,3,606,no,1
24,female,Master,87447,6,RENT,20000,DEBTCONSOLIDATION,11.01,0.23,4,632,no,1
25,female,Master,39705,2,MORTGAGE,2500,HOMEIMPROVEMENT,16.45,0.06,3,583,no,1
24,female,Associate,166459,1,MORTGAGE,24131,DEBTCONSOLIDATION,16.41,0.14,3,623,no,1
37,male,Associate,218362,13,MORTGAGE,20000,DEBTCONSOLIDATION,13.85,0.09,17,695,no,0
28,female,Master,48753,5,RENT,11498,PERSONAL,9.33,0.24,5,723,no,0
25,male,Master,18339,1,RENT,2000,VENTURE,10.55,0.11,4,690,yes,0
25,female,High School,115077,1,MORTGAGE,6500,EDUCATION,7.14,0.06,3,536,yes,0
36,male,High School,97085,14,MORTGAGE,12025,VENTURE,10.65,0.12,16,691,no,0
21,female,Associate,58533,0,RENT,3000,EDUCATION,9.76,0.05,4,641,no,0
30,male,Bachelor,29742,6,RENT,5500,MEDICAL,13.23,0.18,8,645,yes,0
23,male,Master,61756,0,RENT,15000,DEBTCONSOLIDATION,11.11,0.24,4,672,no,0
23,female,Bachelor,16720,1,RENT,2457,VENTURE,12.89,0.15,4,636,no,1
27,female,Associate,92002,0,RENT,13624,MEDICAL,16.36,0.15,7,598,no,1
26,male,Bachelor,41611,2,RENT,7500,DEBTCONSOLIDATION,7.9,0.18,3,604,no,1
23,male,High School,121749,2,RENT,8400,MEDICAL,14.84,0.07,2,600,no,1
26,female,Bachelor,44235,7,RENT,6692,DEBTCONSOLIDATION,12.09,0.15,7,663,no,1
40,female,High School,180659,17,MORTGAGE,24182,PERSONAL,11.83,0.13,15,659,yes,0
30,male,High School,145080,8,MORTGAGE,18400,DEBTCONSOLIDATION,9.63,0.13,9,659,no,0
51,male,Associate,144986,27,MORTGAGE,30000,PERSONAL,7.9,0.21,22,640,yes,0
22,female,Master,36486,0,RENT,4800,EDUCATION,11.99,0.13,4,648,no,0
26,female,Associate,25020,7,RENT,8000,MEDICAL,12.41,0.32,6,702,no,1
28,female,Associate,243620,2,MORTGAGE,12000,PERSONAL,14.46,0.05,8,580,no,0
21,female,Associate,45467,0,RENT,6000,DEBTCONSOLIDATION,11.71,0.13,4,631,no,0
25,female,Master,57282,2,RENT,8500,VENTURE,9.56,0.15,4,611,no,0
26,male,High School,78859,1,MORTGAGE,15000,VENTURE,11.39,0.19,4,658,no,0
32,female,High School,58476,10,MORTGAGE,10650,DEBTCONSOLIDATION,10.59,0.18,9,582,yes,0
22,female,Bachelor,72643,0,OWN,1000,MEDICAL,10.99,0.01,2,649,no,0
24,male,Associate,111926,0,MORTGAGE,6000,HOMEIMPROVEMENT,11.01,0.05,4,643,yes,0
28,female,High School,70538,2,RENT,4000,EDUCATION,7.79,0.06,10,617,yes,0
29,male,Bachelor,120941,5,MORTGAGE,10000,PERSONAL,6.11,0.08,8,672,no,0
24,male,Associate,75424,2,MORTGAGE,6200,PERSONAL,11.01,0.08,3,622,no,0
23,male,Bachelor,117270,4,RENT,10000,EDUCATION,13.99,0.09,3,547,yes,0
28,female,High School,228801,7,MORTGAGE,35000,HOMEIMPROVEMENT,17.49,0.15,6,542,no,0
27,male,Master,79825,1,RENT,10076,MEDICAL,15.3,0.13,5,685,no,1
31,female,Bachelor,36669,6,RENT,10000,DEBTCONSOLIDATION,8.63,0.27,5,637,no,1
25,female,Master,51653,3,MORTGAGE,8000,PERSONAL,11.05,0.15,2,616,no,0
30,female,High School,219319,6,MORTGAGE,7200,PERSONAL,6.62,0.03,5,501,yes,0
25,male,High School,61329,2,RENT,10000,EDUCATION,7.49,0.16,3,703,yes,0
31,male,Associate,57931,9,RENT,4500,PERSONAL,10.45,0.08,6,641,yes,0
30,female,Bachelor,86167,5,RENT,8059,EDUCATION,11.34,0.09,9,637,yes,0
23,female,High School,90831,0,OWN,15000,EDUCATION,11.14,0.17,4,687,no,0
30,male,High School,43541,10,RENT,8000,EDUCATION,14.59,0.18,9,644,no,1
24,male,Bachelor,40759,0,RENT,3479,HOMEIMPROVEMENT,9.01,0.09,3,695,no,1
25,female,Associate,19130,1,RENT,2000,MEDICAL,7.88,0.1,4,597,yes,0
37,female,Master,59960,12,RENT,3000,DEBTCONSOLIDATION,11.01,0.05,14,572,no,1
24,female,High School,63695,4,MORTGAGE,12000,VENTURE,14.83,0.19,3,588,yes,0
23,male,Master,90940,0,MORTGAGE,5000,PERSONAL,11.12,0.05,2,646,no,0
27,female,High School,87223,9,MORTGAGE,6000,EDUCATION,5.42,0.07,6,652,no,0
27,male,Master,76503,2,MORTGAGE,2500,PERSONAL,7.68,0.03,7,515,yes,0
24,female,High School,44584,0,RENT,6500,MEDICAL,6.12,0.15,3,634,yes,0
32,female,Master,63679,12,RENT,4400,PERSONAL,11.01,0.07,5,709,no,0
29,male,High School,71269,7,MORTGAGE,11400,VENTURE,10.99,0.16,9,671,no,0
23,male,High School,64320,0,RENT,3400,HOMEIMPROVEMENT,17.58,0.05,4,604,no,1
33,female,High School,55351,12,RENT,8000,PERSONAL,12.53,0.14,6,698,no,0
24,female,High School,116619,3,MORTGAGE,10000,HOMEIMPROVEMENT,13.45,0.09,3,656,yes,0
47,male,Associate,54281,23,RENT,8000,MEDICAL,11.01,0.15,12,683,no,1
25,female,Bachelor,30145,3,RENT,1346,EDUCATION,12.5,0.04,3,577,no,1
25,male,Associate,49091,2,RENT,13250,PERSONAL,11.01,0.27,3,629,no,1
31,male,Associate,120579,5,MORTGAGE,20000,VENTURE,13.48,0.17,6,701,no,0
21,female,Associate,23642,0,RENT,5000,VENTURE,8.49,0.21,4,637,no,1
23,male,Associate,58534,0,RENT,10000,VENTURE,9.25,0.17,3,616,no,0
21,male,Associate,12723,0,OWN,4608,HOMEIMPROVEMENT,9.39,0.36,2,538,no,1
23,male,Associate,24766,0,OWN,5000,PERSONAL,11.71,0.2,4,649,no,0
35,female,Bachelor,28663,12,RENT,6500,MEDICAL,8.63,0.23,6,586,yes,0
24,male,Bachelor,37068,2,MORTGAGE,3075,DEBTCONSOLIDATION,11.01,0.08,4,521,yes,0
26,male,High School,41315,3,RENT,2000,PERSONAL,11.01,0.05,2,665,yes,0
24,female,Master,76857,0,RENT,5000,EDUCATION,9.32,0.07,4,621,yes,0
30,female,High School,169125,6,MORTGAGE,5000,PERSONAL,8.9,0.03,6,614,yes,0
27,male,High School,88936,5,MORTGAGE,10000,PERSONAL,15.7,0.11,9,663,no,0
30,male,High School,46045,7,RENT,15000,MEDICAL,13.06,0.33,7,676,no,1
25,male,Master,26133,4,OWN,5375,VENTURE,13.49,0.21,2,650,yes,0
21,female,Bachelor,63441,0,MORTGAGE,16000,EDUCATION,12.87,0.25,4,604,yes,0
21,female,High School,56184,0,MORTGAGE,4000,VENTURE,11.01,0.07,3,605,yes,0
34,female,Bachelor,219900,15,MORTGAGE,15000,HOMEIMPROVEMENT,12.84,0.07,9,700,no,0
23,male,Bachelor,61307,0,MORTGAGE,5312,DEBTCONSOLIDATION,13.79,0.09,2,561,no,0
23,male,High School,54931,5,RENT,11200,PERSONAL,10.59,0.2,2,692,no,0
22,female,High School,58630,0,RENT,1665,PERSONAL,13.97,0.03,4,649,yes,0
25,male,Bachelor,36939,3,RENT,10625,DEBTCONSOLIDATION,6.99,0.29,4,666,no,1
29,male,Associate,67613,4,MORTGAGE,10000,MEDICAL,15.33,0.15,8,658,no,1
24,female,Master,57275,0,RENT,11000,VENTURE,11.14,0.19,4,621,yes,0
23,male,High School,98182,0,RENT,18000,EDUCATION,13.98,0.18,4,594,no,0
23,female,Associate,90889,4,MORTGAGE,12000,VENTURE,9.91,0.13,2,650,no,0
24,female,Bachelor,60772,0,RENT,12250,HOMEIMPROVEMENT,14.72,0.2,3,703,yes,0
23,female,Associate,30343,1,RENT,5550,VENTURE,12.53,0.18,4,631,no,0
25,male,Bachelor,51521,0,RENT,1936,VENTURE,6.6,0.04,4,616,yes,0
25,female,High School,83952,4,RENT,8000,PERSONAL,13.99,0.1,2,647,no,1
33,female,Bachelor,82942,11,RENT,8000,HOMEIMPROVEMENT,10.62,0.1,6,582,no,0
36,female,Bachelor,71257,14,MORTGAGE,10000,MEDICAL,11.01,0.14,15,666,no,1
23,male,Bachelor,43015,0,RENT,5000,MEDICAL,12.98,0.12,3,711,no,1
27,female,Bachelor,130888,4,MORTGAGE,13750,HOMEIMPROVEMENT,5.79,0.11,5,702,no,0
27,female,High School,52975,7,RENT,4000,MEDICAL,13.48,0.08,7,676,yes,0
28,female,Associate,337073,8,MORTGAGE,20000,HOMEIMPROVEMENT,11.36,0.06,5,648,yes,0
37,female,High School,961176,12,MORTGAGE,15000,DEBTCONSOLIDATION,11.36,0.02,17,655,yes,0
32,female,Associate,65866,8,MORTGAGE,5000,DEBTCONSOLIDATION,7.82,0.08,7,531,no,0
28,male,Associate,68220,6,MORTGAGE,10000,MEDICAL,8.49,0.15,8,674,no,1
22,male,Master,54577,0,RENT,8000,DEBTCONSOLIDATION,12.04,0.15,2,709,yes,0
29,male,Bachelor,48910,3,RENT,4000,PERSONAL,12.53,0.08,10,521,no,0
24,male,Associate,130661,3,MORTGAGE,17808,HOMEIMPROVEMENT,12.83,0.14,4,554,yes,0
24,male,High School,88707,5,RENT,5000,DEBTCONSOLIDATION,9.01,0.06,2,656,no,0
23,male,Bachelor,62100,0,RENT,14400,DEBTCONSOLIDATION,7.51,0.23,4,665,yes,0
26,female,Bachelor,32288,0,RENT,2000,MEDICAL,13.04,0.06,5,639,no,0
38,male,High School,29738,12,RENT,3000,MEDICAL,11.01,0.1,16,569,yes,0
39,male,Associate,48948,18,OWN,15000,HOMEIMPROVEMENT,5.42,0.31,13,696,no,0
22,female,Associate,49444,0,RENT,12000,DEBTCONSOLIDATION,13.22,0.24,4,622,yes,0
23,male,Associate,79791,0,RENT,10000,MEDICAL,9.32,0.13,4,668,yes,0
26,male,Bachelor,28704,4,RENT,2000,DEBTCONSOLIDATION,11.31,0.07,6,666,no,0
22,female,Bachelor,22351,0,RENT,4000,EDUCATION,10.91,0.18,4,644,no,1
21,female,Bachelor,24491,0,RENT,5600,MEDICAL,10.75,0.23,4,589,no,0
42,male,Doctorate,16684,19,RENT,2500,DEBTCONSOLIDATION,11.01,0.15,14,634,no,1
25,female,Master,96561,0,OWN,10000,EDUCATION,14.72,0.1,3,625,no,0
34,female,Associate,145199,11,RENT,7500,HOMEIMPROVEMENT,16.29,0.05,5,674,yes,0
22,male,High School,67175,0,MORTGAGE,12000,EDUCATION,9.63,0.18,4,569,yes,0
25,female,Bachelor,101100,2,RENT,13000,PERSONAL,11.71,0.13,3,526,yes,0
26,male,Bachelor,98739,0,RENT,5730,HOMEIMPROVEMENT,6.61,0.06,4,657,no,0
26,male,Associate,39118,2,RENT,6400,EDUCATION,14.35,0.16,4,461,yes,0
24,male,Bachelor,57786,3,RENT,10000,PERSONAL,11.73,0.17,3,651,yes,0
24,male,Bachelor,35542,0,RENT,6000,VENTURE,15.62,0.17,3,672,no,1
28,male,High School,34886,6,RENT,5045,MEDICAL,15.83,0.14,7,632,no,1
24,female,Bachelor,68170,0,RENT,17000,DEBTCONSOLIDATION,7.51,0.25,3,614,yes,0
23,male,Associate,90866,0,OWN,10000,VENTURE,6.92,0.11,2,659,no,0
25,male,Associate,37112,3,RENT,1000,MEDICAL,12.87,0.03,2,663,yes,0
26,male,Bachelor,154931,1,MORTGAGE,26000,MEDICAL,13.99,0.17,3,498,yes,0
24,female,Bachelor,97131,3,RENT,6400,MEDICAL,7.49,0.07,4,650,yes,0
24,female,Associate,49171,0,MORTGAGE,3200,VENTURE,10.99,0.07,2,554,yes,0
23,male,High School,27887,0,OWN,6000,PERSONAL,13.23,0.22,4,477,yes,0
27,male,Associate,45456,5,RENT,3000,MEDICAL,11.64,0.07,4,674,yes,0
24,male,Master,25181,1,RENT,6000,VENTURE,7.14,0.24,2,592,yes,0
47,female,High School,37154,24,RENT,3000,PERSONAL,12.23,0.08,16,564,yes,0
29,female,Bachelor,73055,9,RENT,25000,DEBTCONSOLIDATION,13.47,0.34,11,644,no,1
29,female,Master,60991,6,MORTGAGE,13650,MEDICAL,10.99,0.22,9,626,yes,0
27,male,Associate,22182,4,OWN,2650,MEDICAL,11.01,0.12,8,568,no,0
28,male,High School,145195,7,MORTGAGE,14400,EDUCATION,10.74,0.1,10,564,yes,0
24,female,Bachelor,121087,0,RENT,11000,DEBTCONSOLIDATION,5.42,0.09,4,547,yes,0
31,male,Associate,55979,9,RENT,9600,MEDICAL,14.46,0.17,5,509,no,1
25,male,Bachelor,115794,2,RENT,12000,PERSONAL,8.42,0.1,5,600,no,0
45,male,Associate,29767,22,MORTGAGE,4000,VENTURE,13.49,0.13,13,619,yes,0
22,male,Bachelor,117469,0,MORTGAGE,14000,DEBTCONSOLIDATION,11.48,0.12,2,686,no,1
21,male,Bachelor,31015,0,MORTGAGE,2000,PERSONAL,13.99,0.06,3,685,yes,0
25,female,Associate,129155,2,OWN,6000,EDUCATION,15.27,0.05,4,593,yes,0
28,female,Bachelor,35772,10,RENT,15000,PERSONAL,13.48,0.42,8,580,no,1
27,male,Bachelor,62749,3,OWN,15000,EDUCATION,8.13,0.24,4,667,no,0
22,female,Associate,91122,0,RENT,12000,VENTURE,11.01,0.13,3,584,yes,0
32,male,Master,42728,10,RENT,6019,DEBTCONSOLIDATION,11.61,0.14,9,693,yes,0
27,female,Associate,48970,6,RENT,8000,DEBTCONSOLIDATION,11.62,0.16,8,664,yes,0
28,female,Master,29828,7,RENT,1484,EDUCATION,8.43,0.05,8,659,yes,0
25,male,Bachelor,106668,1,RENT,25000,VENTURE,14.96,0.23,4,562,no,1
27,male,Bachelor,36977,4,RENT,12000,EDUCATION,11.36,0.32,9,640,no,1
33,male,Bachelor,43124,9,RENT,11200,MEDICAL,10.36,0.26,9,639,no,1
28,female,Bachelor,103284,1,MORTGAGE,8000,EDUCATION,7.51,0.08,8,617,yes,0
40,male,Master,104301,20,MORTGAGE,8217,EDUCATION,7.91,0.08,17,742,no,1
28,male,Associate,39562,9,RENT,5000,MEDICAL,6.99,0.13,7,631,yes,0
24,female,High School,61224,2,RENT,1500,DEBTCONSOLIDATION,14.26,0.02,2,549,yes,0
52,female,Associate,181320,28,RENT,7000,DEBTCONSOLIDATION,6.99,0.04,28,642,yes,0
23,male,Associate,53026,0,RENT,10450,PERSONAL,13.57,0.2,3,618,no,0
36,female,Associate,157052,16,RENT,20000,EDUCATION,11,0.13,14,604,no,0
22,female,Master,63603,0,MORTGAGE,10000,EDUCATION,13.87,0.16,2,665,no,1
24,male,Bachelor,24882,1,RENT,3600,MEDICAL,11.71,0.14,4,684,no,0
36,female,Associate,74143,15,MORTGAGE,10000,DEBTCONSOLIDATION,10.25,0.13,12,655,yes,0
23,female,High School,44010,0,RENT,1000,EDUCATION,10.99,0.02,2,577,no,0
23,male,High School,40822,0,RENT,7000,EDUCATION,6.62,0.17,2,553,yes,0
26,male,High School,109469,0,MORTGAGE,34664,EDUCATION,9.77,0.32,5,601,yes,0
23,female,Master,102831,1,MORTGAGE,14000,PERSONAL,11.01,0.14,3,658,yes,0
23,male,High School,55780,1,RENT,14398,PERSONAL,11.84,0.26,3,671,no,1
26,female,High School,75529,7,MORTGAGE,4000,MEDICAL,9.99,0.05,2,621,no,0
29,female,Associate,77021,9,RENT,5400,PERSONAL,7.66,0.07,7,695,yes,0
32,female,Bachelor,91266,11,MORTGAGE,2000,EDUCATION,15.65,0.02,10,632,no,0
28,female,Bachelor,190815,6,MORTGAGE,15000,MEDICAL,7.9,0.08,5,695,no,0
26,female,High School,108881,2,MORTGAGE,3000,MEDICAL,11.01,0.03,4,666,yes,0
33,male,Associate,131792,11,MORTGAGE,15000,MEDICAL,11.49,0.11,5,691,yes,0
24,male,Bachelor,116384,3,RENT,16000,MEDICAL,11.99,0.14,3,497,yes,0
26,female,Bachelor,178736,0,MORTGAGE,7500,DEBTCONSOLIDATION,8,0.04,3,637,yes,0
25,male,High School,131915,2,MORTGAGE,5000,VENTURE,8.49,0.04,3,595,yes,0
27,female,Master,270864,5,RENT,25000,VENTURE,14.28,0.09,5,709,yes,0
43,female,Bachelor,118812,19,MORTGAGE,6000,PERSONAL,5.42,0.05,15,646,yes,0
28,female,Bachelor,48077,5,RENT,2800,VENTURE,16.77,0.06,7,612,no,1
27,female,Doctorate,101615,2,MORTGAGE,14000,PERSONAL,15.7,0.14,7,717,no,0
34,female,Bachelor,48835,11,MORTGAGE,6000,VENTURE,7.29,0.12,7,693,no,0
22,male,High School,78170,1,RENT,8000,PERSONAL,14.84,0.1,2,605,no,1
25,female,High School,94495,2,RENT,15000,DEBTCONSOLIDATION,11.01,0.16,4,643,no,1
29,female,High School,60829,6,MORTGAGE,10000,PERSONAL,7.44,0.16,8,664,yes,0
26,female,Associate,70402,2,RENT,8000,EDUCATION,10.99,0.11,6,625,yes,0
22,female,Master,86449,0,MORTGAGE,15000,MEDICAL,14.96,0.17,3,698,no,1
23,male,High School,37773,3,MORTGAGE,3000,MEDICAL,14.96,0.08,2,640,no,1
27,male,Associate,86389,4,RENT,4200,DEBTCONSOLIDATION,11.01,0.05,5,637,yes,0
29,male,Master,54803,8,MORTGAGE,14000,HOMEIMPROVEMENT,13.48,0.26,5,670,yes,0
25,male,Bachelor,69240,5,MORTGAGE,13000,PERSONAL,8.9,0.19,2,709,no,0
24,male,Bachelor,97184,3,MORTGAGE,8000,PERSONAL,11.01,0.08,4,601,no,0
49,male,Bachelor,94392,23,MORTGAGE,8000,DEBTCONSOLIDATION,6.03,0.08,17,660,no,0
24,male,Bachelor,65728,2,MORTGAGE,4000,VENTURE,5.42,0.06,2,684,no,0
21,male,Bachelor,33264,0,RENT,4800,DEBTCONSOLIDATION,13.49,0.14,4,621,yes,0
23,female,Associate,44308,1,RENT,3250,DEBTCONSOLIDATION,7.63,0.07,2,636,yes,0
31,male,Master,50413,6,RENT,14000,VENTURE,13.96,0.28,9,685,no,1
26,female,Bachelor,90753,5,RENT,9484,PERSONAL,11.01,0.1,5,672,no,0
22,female,Bachelor,49316,0,RENT,4500,EDUCATION,13.43,0.09,4,649,no,0
32,female,Bachelor,18148,7,RENT,4784,VENTURE,10.78,0.26,6,668,no,1
22,female,Bachelor,60733,0,MORTGAGE,5200,DEBTCONSOLIDATION,6.62,0.09,2,671,yes,0
29,male,Master,120894,8,RENT,5000,MEDICAL,12.05,0.04,8,729,no,0
30,male,Bachelor,108823,5,MORTGAGE,8000,VENTURE,11.01,0.07,9,704,yes,0
36,male,Master,58631,15,RENT,1500,MEDICAL,9.59,0.03,12,709,no,0
32,male,Associate,46431,7,RENT,12000,PERSONAL,12.42,0.26,8,627,no,1
22,male,Associate,37252,0,RENT,8000,VENTURE,11.01,0.21,3,553,no,1
27,female,High School,87408,9,RENT,2500,VENTURE,14.35,0.03,6,604,yes,0
23,female,Master,91099,1,RENT,12000,MEDICAL,6.03,0.13,3,670,yes,0
34,male,Bachelor,75603,15,RENT,7393,MEDICAL,15.03,0.1,9,681,no,1
23,male,Master,67132,3,MORTGAGE,2100,EDUCATION,11.49,0.03,3,691,no,0
21,male,Master,30843,0,RENT,6000,VENTURE,8.94,0.19,3,657,yes,0
35,female,Associate,82654,12,RENT,15600,MEDICAL,12.84,0.19,8,623,no,0
24,male,High School,60935,1,RENT,3000,MEDICAL,11.01,0.05,2,611,no,1
23,male,Associate,63305,0,OWN,9600,PERSONAL,7.27,0.15,5,622,yes,0
26,female,Doctorate,181398,5,RENT,12000,PERSONAL,7.9,0.07,3,712,no,0
23,female,Master,55669,1,OWN,1000,MEDICAL,9.62,0.02,4,695,no,0
38,male,High School,169240,14,MORTGAGE,10000,HOMEIMPROVEMENT,15.62,0.06,11,672,yes,0
36,male,Bachelor,78332,13,RENT,5000,EDUCATION,13.25,0.06,12,652,yes,0
25,male,High School,132324,2,MORTGAGE,14000,EDUCATION,9.63,0.11,3,678,yes,0
25,male,High School,37727,6,MORTGAGE,3600,EDUCATION,12.42,0.1,4,662,yes,0
25,male,Associate,60209,0,RENT,5988,EDUCATION,15.76,0.1,4,590,no,0
25,male,Bachelor,184808,1,RENT,10000,DEBTCONSOLIDATION,14.96,0.05,4,701,no,1
35,male,Bachelor,215711,16,MORTGAGE,15273,PERSONAL,13.94,0.07,10,662,no,1
25,female,Master,52595,2,RENT,1200,VENTURE,9.91,0.02,4,611,yes,0
22,female,Associate,109339,0,RENT,8000,PERSONAL,11.01,0.07,3,573,yes,0
29,male,Associate,233781,9,MORTGAGE,5173,DEBTCONSOLIDATION,15.04,0.02,7,687,no,1
22,male,High School,86016,0,RENT,7000,MEDICAL,15.88,0.08,3,600,no,1
52,male,High School,63561,26,MORTGAGE,10000,PERSONAL,11.01,0.16,29,669,yes,0
23,female,Bachelor,102994,3,RENT,12000,MEDICAL,11.01,0.12,2,647,yes,0
25,male,Associate,65691,1,RENT,1400,EDUCATION,6.73,0.02,5,624,yes,0
28,male,High School,60987,4,MORTGAGE,10000,PERSONAL,6.69,0.16,5,559,no,0
25,female,High School,58716,3,RENT,5500,MEDICAL,7.49,0.09,4,617,yes,0
33,male,High School,216923,12,MORTGAGE,6906,HOMEIMPROVEMENT,7.63,0.03,7,647,yes,0
30,female,Master,202793,6,MORTGAGE,10000,EDUCATION,8.94,0.05,5,646,no,1
24,female,Associate,66773,3,RENT,9500,MEDICAL,7.36,0.14,5,594,yes,0
35,male,High School,62156,11,RENT,5000,EDUCATION,12.98,0.08,10,631,no,0
24,female,Master,45734,2,RENT,10500,MEDICAL,11.01,0.23,2,665,no,0
24,female,High School,85015,2,RENT,17600,HOMEIMPROVEMENT,10.62,0.21,2,671,no,0
24,female,Bachelor,73201,2,RENT,12500,PERSONAL,11.49,0.17,3,635,no,0
22,female,Bachelor,48968,0,RENT,14047,DEBTCONSOLIDATION,11.54,0.29,4,593,no,1
27,female,Bachelor,73287,3,RENT,2400,MEDICAL,12.69,0.03,8,659,yes,0
25,male,High School,123299,0,RENT,23600,DEBTCONSOLIDATION,13.49,0.19,4,555,yes,0
39,female,High School,72868,17,MORTGAGE,4000,PERSONAL,10.59,0.05,12,608,yes,0
31,female,Associate,109905,10,MORTGAGE,12000,MEDICAL,8.21,0.11,6,570,yes,0
24,female,Associate,39174,0,OWN,15000,HOMEIMPROVEMENT,11.01,0.38,3,681,yes,0
30,female,Doctorate,137795,6,MORTGAGE,9975,DEBTCONSOLIDATION,5.42,0.07,10,635,no,0
24,male,Associate,36746,4,RENT,6000,PERSONAL,15.95,0.16,3,583,no,1
31,male,High School,16433,9,RENT,1750,MEDICAL,6.76,0.11,10,642,no,0
35,male,Associate,66819,10,MORTGAGE,15000,PERSONAL,8.49,0.22,10,629,no,0
42,female,High School,36781,19,RENT,8000,VENTURE,14.96,0.22,15,592,yes,0
24,male,Associate,49044,1,RENT,3000,EDUCATION,14.13,0.06,3,572,no,1
