loan_uuid,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_owner,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,
75eee2cc-d065-4b04-ad9f-f423e061d4f6,22,male,Associate,126831,0,MORTGAGE,3650,DEBTCONSOLIDATION,11.99,0.03,3,645,yes,0,
75ef0e6e-12d6-44a2-8f70-e041e94ef1f8,22,male,Associate,39631,0,RENT,4800,EDUCATION,13.61,0.12,4,689,no,0,
75f2f7c7-7789-4a92-bf2f-4cddacf3cff8,25,male,High School,72572,0,MORTGAGE,3400,MEDICAL,11.01,0.05,2,668,no,1,
75f4116a-7716-46b9-b44d-76e7d5357fb7,34,female,Associate,202316,13,RENT,24250,DEBTCONSOLIDATION,11.83,0.12,10,621,no,0,
75f86dc9-139b-414d-a08f-2f177cf40d74,37,male,High School,53912,14,RENT,6000,VENTURE,17.04,0.11,17,679,no,1,
75f8a463-a304-4fa6-a6a5-4d9dd52fb27a,22,female,Bachelor,43967,0,OWN,5000,DEBTCONSOLIDATION,14.61,0.11,4,683,no,0,
75f929b2-e2a1-4b79-be21-ea68ab27e82c,30,female,High School,72930,7,RENT,12000,PERSONAL,11.43,0.16,10,647,yes,0,
75f986fd-fdc8-4cde-bffe-1614a12577ae,22,male,Bachelor,52105,3,RENT,5000,EDUCATION,12.98,0.1,4,572,yes,0,
75fb42fc-6085-4c88-a692-b03c730a6df1,25,female,Bachelor,301087,3,MORTGAGE,10575,EDUCATION,6.99,0.04,2,592,no,0,
760002b6-d4b8-43f8-9ea0-fc2ddbbb077a,34,male,High School,180828,13,MORTGAGE,25000,VENTURE,16.7,0.14,6,600,yes,0,
76011124-6171-457c-903f-f184ca68417b,27,female,Bachelor,57304,7,RENT,8000,EDUCATION,9.92,0.14,5,698,yes,0,
7601f53b-ed91-481e-9a1b-14f595a2be0c,78,male,Associate,58463,57,RENT,3000,MEDICAL,7.51,0.05,25,754,no,0,
76049dc2-e956-42a4-842c-6c891540932e,27,male,Associate,124214,4,RENT,18000,MEDICAL,13.99,0.14,7,626,no,1,
760602f8-b87b-4401-b39d-a92be0be3ac0,26,male,High School,39198,5,MORTGAGE,6000,DEBTCONSOLIDATION,8.97,0.15,5,552,yes,0,
76074fbc-7b7d-425d-b940-1d39ec231129,50,female,Bachelor,53673,26,RENT,20000,MEDICAL,20,0.37,11,593,no,1,
76099256-2fdf-4dee-8cea-5d7a1ec0e57d,26,female,Associate,69455,2,MORTGAGE,6000,DEBTCONSOLIDATION,6.17,0.09,2,610,yes,0,
760aaeb2-a032-4ad9-9172-3e269cf06861,24,female,Master,131737,4,MORTGAGE,8800,DEBTCONSOLIDATION,12.69,0.07,2,679,yes,0,
760cb0e0-a86b-4614-a6eb-d4f9b3778fb9,25,male,Bachelor,102473,2,RENT,4500,HOMEIMPROVEMENT,12.18,0.04,2,669,yes,0,
760dca84-9fda-4c1c-a046-659fa6229574,23,male,Master,60861,1,OWN,10200,MEDICAL,9.63,0.17,4,655,yes,0,
760e65fc-7946-4e78-b5a3-cd26199bcc66,24,male,High School,231335,0,RENT,22000,MEDICAL,11.01,0.1,2,668,yes,0,
76129bcd-b3be-4c24-a9e9-779da4e0a1ba,22,male,High School,66711,3,OWN,25000,EDUCATION,10.74,0.37,2,669,yes,0,
761418a8-b73e-48f2-8fa5-05b0ff12de75,28,male,Bachelor,29244,4,OWN,3000,VENTURE,6.91,0.1,5,629,yes,0,
76144102-5260-4df1-86e7-752840ce738a,24,male,Master,65668,5,RENT,6000,EDUCATION,7.14,0.09,3,680,no,0,
76155848-b26e-48ef-8eae-d34f152657df,26,male,High School,156728,4,MORTGAGE,10000,PERSONAL,6.28,0.06,2,672,yes,0,
76160ba6-30f9-4332-b5ea-2fe267932fc4,23,female,Bachelor,63809,0,MORTGAGE,6000,MEDICAL,7.87,0.09,4,594,no,0,
7618217d-2061-4d36-9197-9c93ffdfd4b4,23,male,Associate,83116,3,RENT,7200,EDUCATION,14.72,0.09,2,645,no,0,
761acd2e-09e5-4ec7-8339-885af632c5fb,24,female,High School,30989,0,RENT,4537,PERSONAL,10.08,0.15,3,520,yes,0,
761b4ff4-33b3-454f-bc44-b02beecb8ac6,26,female,Master,45664,4,MORTGAGE,6000,PERSONAL,10.36,0.13,2,621,no,0,
761b942c-31d8-4264-a343-a8261e707687,31,male,Bachelor,115144,9,MORTGAGE,25000,PERSONAL,16.07,0.22,8,690,no,0,
761c5870-4ec7-46ab-8a48-1a870b47979b,30,female,High School,87194,6,RENT,10000,DEBTCONSOLIDATION,9.99,0.11,7,619,yes,0,
761c77f8-4878-47ef-b80e-22e99833acee,28,female,High School,78073,6,MORTGAGE,8825,PERSONAL,5.99,0.11,5,579,yes,0,
761cfa79-9107-4d7d-a63b-385458ed4874,30,male,Master,55071,2,MORTGAGE,15000,PERSONAL,11.02,0.27,6,657,no,0,
761de8aa-7ec1-45b4-b75f-574dd410489a,53,male,High School,8000,30,OWN,1400,VENTURE,11.01,0.18,28,632,no,1,
761f74ac-a4d4-40cf-856e-3a9c324df487,32,male,Bachelor,46504,7,RENT,5000,VENTURE,16.35,0.11,5,656,no,0,
7624836f-9163-4ac2-8dca-d871bcd47969,33,male,Bachelor,34356,7,RENT,4800,VENTURE,9.63,0.14,8,545,yes,0,
762627ee-66da-4879-b69a-69b4a229a425,22,male,Bachelor,44281,0,RENT,3600,EDUCATION,12.99,0.08,2,657,yes,0,
7629fa28-f355-4517-aba8-5305f96f043e,26,male,High School,78877,2,MORTGAGE,8000,VENTURE,17.27,0.1,3,584,no,0,
762a7ac1-0ca0-4fd9-a822-7c512f9e9720,24,male,Master,75875,1,RENT,11500,EDUCATION,5.79,0.15,3,616,yes,0,
762ab3e4-d780-4431-808b-5da42bd7e04e,27,male,High School,25215,4,RENT,6000,VENTURE,13.11,0.24,10,663,yes,0,
762b237d-cae8-4b57-a8e0-808f7c058544,24,female,Bachelor,32293,1,RENT,12000,MEDICAL,7.9,0.37,2,632,no,1,
762d403f-9c15-47df-97ac-fb58b08b057e,24,male,Bachelor,79187,0,MORTGAGE,6000,PERSONAL,10.77,0.08,2,680,yes,0,
762ec1ad-4296-4307-a975-e5b85dc78ae7,32,female,Associate,75405,9,RENT,3000,PERSONAL,7.7,0.04,9,655,yes,0,
76307cfd-b59c-45b1-9535-133d759dcb78,30,female,High School,112685,6,MORTGAGE,20000,EDUCATION,13.49,0.18,10,627,no,0,
7630fe8e-31f1-4070-93b5-0263d26dd468,31,male,High School,51620,8,OWN,2000,VENTURE,6.92,0.04,9,646,yes,0,
763107c3-7465-4781-a6ef-1cf12b4a55fb,26,female,Bachelor,31271,0,RENT,4000,PERSONAL,8.51,0.13,4,669,no,0,
7634b8db-1f29-4bfd-8a69-f8949ec75f35,29,female,Bachelor,79008,5,MORTGAGE,7000,PERSONAL,11.01,0.09,10,626,yes,0,
76357419-b4ee-4a20-b396-ea2137a8459b,25,male,Associate,58588,3,MORTGAGE,3200,VENTURE,6.99,0.05,2,639,no,0,
763ab972-9ae8-4844-ab9f-be14886e1f94,31,female,Bachelor,19375,9,RENT,1875,EDUCATION,8.49,0.1,7,698,no,1,
763afc35-4458-4f55-882e-397e85eee6a1,25,male,Bachelor,95504,3,OWN,14000,VENTURE,6.92,0.15,2,698,no,0,
763b92e8-703a-4dbe-8c8b-a5089cf96c95,31,female,Associate,151121,9,RENT,24000,VENTURE,9.25,0.16,8,614,yes,0,
763c463c-1ba4-4ef7-96b1-03d930142067,22,female,High School,109047,3,MORTGAGE,6000,MEDICAL,9.25,0.06,2,583,yes,0,
763d4d0a-d883-424c-bd55-8a8ebd4d6163,29,male,Bachelor,196754,7,RENT,4000,VENTURE,16.29,0.02,6,630,no,1,
763f3f59-85f8-4c7d-ace1-089d11c81c57,28,male,Associate,38337,4,OWN,1000,PERSONAL,7.4,0.03,7,624,yes,0,
763f4e98-3af6-4751-a0a8-2ac79c755541,26,male,Doctorate,95819,4,MORTGAGE,14000,PERSONAL,13.57,0.15,3,683,no,0,
764064bb-9df1-4f12-8d77-49df2efec3da,24,female,Associate,70430,3,RENT,13500,VENTURE,13.99,0.19,2,648,no,0,
7640cfad-44bd-4fff-a334-44bb6071c4f7,23,female,Bachelor,61025,0,MORTGAGE,6000,DEBTCONSOLIDATION,7.66,0.1,4,607,no,0,
764193d3-17fb-4033-99cf-1c26ce89ff73,23,female,Bachelor,49130,1,MORTGAGE,6000,PERSONAL,11.01,0.12,2,686,yes,0,
76428696-bef2-4f3a-b62e-4215e95e8dd4,42,male,Doctorate,99557,18,RENT,22000,DEBTCONSOLIDATION,10.99,0.22,12,608,yes,0,
7643878c-aba9-4416-afde-31eb9618ad71,22,male,Associate,37160,1,RENT,3600,VENTURE,10.99,0.1,4,637,yes,0,
76476bac-62fa-400b-9c4c-ae21e657d1a6,26,female,Bachelor,104467,3,RENT,18000,VENTURE,8.49,0.17,2,691,yes,0,
76491387-cb11-4399-a4ea-4107bff2e19a,35,female,Bachelor,420852,11,MORTGAGE,35000,VENTURE,17.49,0.08,7,676,yes,0,
76491a1a-601f-4b2a-834a-dd1480caf7b7,29,male,Bachelor,121011,4,MORTGAGE,20000,HOMEIMPROVEMENT,14.61,0.17,10,583,yes,0,
7649933e-2cf1-43ff-b515-8314933da43b,24,female,High School,50202,3,RENT,10000,EDUCATION,6.99,0.2,4,597,yes,0,
764a61f4-d053-4e8c-a04c-a1336067bd81,29,male,Associate,92527,10,RENT,2500,EDUCATION,12.61,0.03,10,641,yes,0,
764cdf36-3819-4dca-af3c-6c5223d1b3c9,22,male,High School,40533,0,RENT,2000,DEBTCONSOLIDATION,11.01,0.05,3,661,no,0,
764eb7ce-04f8-40ea-ab49-8aee65dc05a2,49,male,Associate,132921,25,MORTGAGE,3000,HOMEIMPROVEMENT,7.51,0.02,16,701,no,0,
7650731f-9eaf-4176-9a98-f7ab621f5a48,22,male,Bachelor,238655,0,MORTGAGE,24250,DEBTCONSOLIDATION,14.22,0.1,3,625,yes,0,
765294c9-efde-43f9-b91d-0ab94ac28b21,22,male,High School,114047,0,MORTGAGE,20000,PERSONAL,8.88,0.18,2,572,yes,0,
7652e4d3-e0cb-4efa-8052-a934c3e76ed8,30,male,Associate,47953,3,RENT,2300,MEDICAL,8.59,0.05,6,491,yes,0,
7652eb0a-231c-4460-ac22-f388bbaa6be9,31,female,Bachelor,41971,11,MORTGAGE,13500,EDUCATION,7.66,0.32,10,627,no,0,
76533eef-8dfd-426d-b02d-aab15d2ca0e6,36,male,Bachelor,130833,13,MORTGAGE,13998,EDUCATION,8.87,0.11,12,668,yes,0,
7653afe0-1d10-4562-b376-ebee7712bca9,31,female,Master,46491,10,OWN,13750,PERSONAL,15.21,0.3,5,722,no,0,
76545cd5-6f45-47bf-80bd-6253b6359937,28,female,High School,144829,6,MORTGAGE,5000,MEDICAL,13.75,0.03,4,674,yes,0,
7656bd52-1951-42be-bc3f-7c54e5a6ead4,22,male,Associate,64415,1,RENT,7000,PERSONAL,17.58,0.11,3,625,yes,0,
7658ffbc-8e48-4dbc-9f94-b1ac0de95758,25,male,Associate,54982,1,RENT,1800,DEBTCONSOLIDATION,12.61,0.03,4,648,yes,0,
765d2579-a189-4b09-836d-969fa92bfb81,52,male,High School,103180,29,RENT,1000,MEDICAL,8.9,0.01,28,642,yes,0,
765d529c-2a71-4b9e-be3e-dda8ddfaec3b,27,male,Associate,53629,6,RENT,13650,EDUCATION,10.65,0.25,7,550,no,1,
765d5350-3e30-4760-8cc4-9b9a731575a4,28,male,Associate,47102,6,RENT,12000,PERSONAL,11.58,0.25,8,644,no,1,
76601a8b-cc0d-4661-a9fe-63b82074514e,28,male,Associate,58670,6,RENT,3600,VENTURE,13.18,0.06,6,683,yes,0,
7665281f-123b-4f8d-9f42-d0c76dba1345,22,female,Bachelor,54569,0,RENT,15000,PERSONAL,10.37,0.27,3,674,no,1,
76662374-b06e-4151-aa68-4a0eab46fba3,21,female,Bachelor,36918,0,RENT,12000,VENTURE,5.79,0.33,3,665,no,1,
7666364f-24e2-45b3-b4db-e05143f3aac7,23,male,High School,67070,2,RENT,11000,MEDICAL,11.01,0.16,2,681,yes,0,
76675112-8710-4c46-9236-627dfa8289a2,23,female,High School,58448,2,MORTGAGE,10000,PERSONAL,10.65,0.17,3,654,no,0,
7669f31b-091a-4101-88f9-13049056cfd4,23,female,High School,46759,1,RENT,6250,DEBTCONSOLIDATION,8.9,0.13,4,625,yes,0,
766c8402-4b65-4149-a18d-b40fe38261b1,35,male,Associate,50674,12,OWN,3000,MEDICAL,7.14,0.06,9,646,yes,0,
766e4809-62d1-44ee-99a7-6b9ba958aa79,39,female,Associate,53826,18,MORTGAGE,8000,MEDICAL,9.63,0.15,17,596,yes,0,
766e4c56-2c00-4a77-9501-423407c0c12e,51,male,Associate,46566,27,RENT,13000,PERSONAL,12.42,0.28,18,668,no,1,
766f9cbb-3917-4161-8177-8a3eb7711a4b,29,male,Bachelor,30869,4,RENT,4000,VENTURE,5.42,0.13,6,596,yes,0,
76719aef-7c89-45e1-ada1-e16bc12ecc2e,32,female,Associate,151070,11,RENT,3000,EDUCATION,11.75,0.02,10,575,yes,0,
76731651-022d-48a1-b638-7bee5852ef0d,33,female,Master,90998,12,RENT,10000,HOMEIMPROVEMENT,11.01,0.11,6,683,yes,0,
76733622-90ea-41b2-afa7-369070129b3c,21,female,Master,24941,0,RENT,2500,PERSONAL,13.79,0.1,3,687,no,0,
7679bfd8-0915-437f-a02b-e67a5f88f5a4,29,male,High School,67167,8,RENT,10000,VENTURE,9.99,0.15,10,644,no,0,
767c2869-4c5e-4ae5-9480-68bd3ec64232,26,female,Associate,36977,5,MORTGAGE,8000,DEBTCONSOLIDATION,6.62,0.22,4,560,no,1,
767d669f-a74f-46b4-aa80-18dd63b349c6,27,male,Master,38032,4,RENT,4000,MEDICAL,10.44,0.11,6,639,yes,0,
767e2110-bd2f-4a2b-beb6-e375b338a6e5,22,female,High School,49746,0,RENT,12000,DEBTCONSOLIDATION,14.27,0.24,3,652,yes,0,
7682c118-8b4f-4a77-a311-b463031de1bc,25,male,Master,89071,2,RENT,12000,EDUCATION,7.49,0.13,3,692,yes,0,
7684ab07-a936-4f0e-8ee5-6f4fdab3f988,53,male,Associate,366923,31,RENT,5000,VENTURE,8.88,0.01,29,699,yes,0,
76860412-6df7-4c2a-8a0a-bda276752cfe,21,female,Associate,28847,1,RENT,2000,MEDICAL,13.11,0.07,2,605,no,0,
7688b349-fb87-4849-bca3-0c0013189f3b,24,female,Associate,63163,2,MORTGAGE,3500,VENTURE,6.76,0.06,3,552,yes,0,
7689fb7f-95dd-44cf-b957-09b77a0ed26a,42,male,Associate,269846,20,MORTGAGE,25000,EDUCATION,11.86,0.09,15,667,yes,0,
768aa369-dfdd-4f8c-ab33-331088918402,35,male,Bachelor,121014,12,MORTGAGE,1800,VENTURE,9.63,0.01,8,665,no,0,
768e42e0-4745-4053-9573-a175787fc95f,34,female,High School,51660,11,RENT,2000,VENTURE,14.74,0.04,11,657,no,0,
768e48b4-e870-43ab-adad-90a915c1db97,26,female,Bachelor,81479,6,MORTGAGE,9150,DEBTCONSOLIDATION,8.63,0.11,5,635,yes,0,
768f0061-2033-4716-9c6b-005d11af384c,25,female,High School,73385,4,MORTGAGE,4000,EDUCATION,11.01,0.05,4,625,yes,0,
7692cdb1-459b-46c4-8d3f-18b2c0c1ffa4,26,male,Associate,43996,4,RENT,5000,VENTURE,10.37,0.11,4,675,no,0,
769420ed-27e9-4507-ba28-bc337dd83e0f,22,female,Bachelor,52767,2,MORTGAGE,11000,PERSONAL,5.42,0.21,2,646,yes,0,
76954e04-d18e-49f5-a796-1ae05f3c34e6,23,female,High School,144873,0,MORTGAGE,5000,VENTURE,14.59,0.03,3,665,no,0,
7695d48f-183e-45ec-ad7f-c5c70dd73bdf,23,male,Associate,55046,1,RENT,1225,EDUCATION,12.91,0.02,4,664,no,0,
7697bb0e-7c25-430d-8259-157dd223f678,23,female,Bachelor,43715,0,MORTGAGE,15800,DEBTCONSOLIDATION,13.72,0.36,4,663,yes,0,
76a0aef8-635f-4ecf-a0d5-12c4bc1b0064,25,male,High School,57046,2,RENT,9000,PERSONAL,11.01,0.16,4,618,yes,0,
76a458dc-a122-4cf4-8791-de02ed822641,22,female,Bachelor,22586,0,OWN,6500,HOMEIMPROVEMENT,7.66,0.29,3,584,no,1,
76a84bef-da74-4fde-bc0a-02ffb5d83a2a,25,male,High School,31532,1,OWN,1200,HOMEIMPROVEMENT,15.99,0.04,3,623,yes,0,
76ac0aac-2c51-4d53-89ac-f002f2da734a,28,male,Associate,151272,8,MORTGAGE,30000,PERSONAL,7.51,0.2,5,684,no,0,
76acfa4d-052c-4530-a1de-c9fedaedf41a,32,male,Associate,120013,6,MORTGAGE,8000,EDUCATION,12.39,0.07,9,599,no,0,
76aeb9ed-0059-427a-b62c-5d5aea6ab60b,33,female,Bachelor,26220,8,OWN,7754,EDUCATION,11.86,0.3,6,680,yes,0,
76b0b7fa-ba79-4956-a66b-73b70fb656a4,34,female,Associate,37229,10,RENT,12000,DEBTCONSOLIDATION,8.9,0.32,8,573,no,1,
76b332cc-bdbb-47f4-9642-3ccb70d29b42,29,male,High School,109131,5,RENT,7144,PERSONAL,6.5,0.07,6,641,yes,0,
76b4031a-42c3-4f1b-8d00-86ada606ed32,37,female,Master,35754,18,MORTGAGE,4000,VENTURE,6.54,0.11,17,644,yes,0,
76b44e87-d171-40b4-b89e-b2107a7dcdba,25,female,Bachelor,35629,2,RENT,5000,EDUCATION,8.37,0.14,4,639,yes,0,
76b534c8-3003-4a87-9ce0-0309a3886b95,24,male,High School,42754,2,RENT,2000,VENTURE,11.01,0.05,2,597,yes,0,
76b6a5aa-ee3b-4072-b1b3-9f06530b4876,23,male,High School,37111,0,MORTGAGE,12000,EDUCATION,16.45,0.32,3,607,yes,0,
76b7aabb-f874-4a6d-95f4-af3fa6dda38f,21,female,Bachelor,43577,0,RENT,5000,PERSONAL,11.01,0.11,4,690,yes,0,
76b7b618-0f04-4cbd-a936-b1ec8dab33a7,25,female,High School,54967,3,RENT,5000,MEDICAL,7.88,0.09,3,606,yes,0,
76b7f02d-4ddf-4db1-b81f-fe182518fcc6,22,female,Bachelor,104328,0,MORTGAGE,24000,PERSONAL,7.51,0.23,2,679,yes,0,
76b89c16-2315-4c0d-a00a-25cb76abef78,21,male,High School,54057,0,MORTGAGE,7500,VENTURE,12.92,0.14,4,645,no,1,
76b91eb0-b912-489f-9dca-718dfac2d9cd,25,male,High School,69087,6,RENT,4442,MEDICAL,10.39,0.06,4,643,no,1,
76b93c2f-c821-48b9-966a-6ead99a6ead5,31,male,Master,79055,9,MORTGAGE,20000,DEBTCONSOLIDATION,11.71,0.25,9,728,yes,0,
76b980c8-0941-4413-a377-ca11fb380cb6,24,female,High School,68204,1,MORTGAGE,13000,VENTURE,8.94,0.19,3,483,yes,0,
76ba155f-57cf-4110-ad07-236b8c88435d,21,female,Associate,14288,0,MORTGAGE,4575,VENTURE,17.74,0.32,3,626,no,1,
76ba429c-0215-4a6b-a7f3-91d3e9937f7e,25,female,Bachelor,63540,6,RENT,16000,VENTURE,13.98,0.25,4,633,no,1,
76bafef5-60c9-4d01-bb04-eb14ab8fdc6f,49,female,Associate,90896,31,MORTGAGE,15600,DEBTCONSOLIDATION,17.27,0.17,11,717,no,1,
76bb6d99-5c65-4997-bf80-5d68e9c69306,30,female,High School,49481,9,MORTGAGE,4800,HOMEIMPROVEMENT,14.65,0.1,10,629,no,1,
76be2d83-57a6-4a7d-9140-7391fb75d78c,31,female,Associate,144965,7,MORTGAGE,20000,VENTURE,11.14,0.14,9,584,yes,0,
76bee05e-f000-45c3-9844-b7292ae67b84,27,male,Master,116285,3,RENT,7500,HOMEIMPROVEMENT,9.83,0.06,10,680,no,0,
76bfbeac-cf8c-4134-ae8c-a8bb5b0aa608,23,male,High School,130094,0,RENT,10000,MEDICAL,7.66,0.08,2,604,yes,0,
76c11a36-1ccd-41ee-a0c4-a0924f377277,25,female,Associate,87005,1,RENT,11200,PERSONAL,10.36,0.13,2,700,no,0,
76c433bc-b3db-4f05-ba99-cf9c05ac4233,26,male,Associate,89100,6,MORTGAGE,25000,VENTURE,15.57,0.28,4,620,no,0,
76c54e1b-716e-4ba7-ad35-a1a5f8b353ec,41,male,High School,86688,19,RENT,10000,EDUCATION,7.14,0.12,14,702,yes,0,
76c56e9b-b82c-45f1-af9e-33532d9381d9,23,male,High School,82652,1,RENT,7500,EDUCATION,11.49,0.09,3,596,yes,0,
76c784c3-5080-496a-bd6c-15fa6380b26d,27,male,High School,41795,5,RENT,4000,MEDICAL,15.22,0.1,7,656,no,1,
76c8f3fc-5ee1-426d-976e-a75e6634a43f,30,female,Associate,18114,8,RENT,1120,VENTURE,13.79,0.06,8,685,no,1,
76ca56fb-e110-4041-b8f6-c20e36dcd81a,31,male,Doctorate,55676,11,RENT,4000,MEDICAL,11.83,0.07,8,745,yes,0,
76cae2a4-534e-48d2-8651-c7f9f58171d8,28,male,High School,41578,6,RENT,4800,VENTURE,11.49,0.12,7,624,no,0,
76cb5bf5-4cc5-490c-af29-101c5db2b6d9,25,female,Associate,115787,3,MORTGAGE,35000,EDUCATION,7.67,0.3,4,494,yes,0,
76ce01fa-0bf9-4c19-9a0a-4656c202735a,24,male,Bachelor,51384,2,MORTGAGE,12000,PERSONAL,10.38,0.23,4,657,no,0,
76ce1248-2093-446a-babb-64973e26f74c,23,male,Master,64884,0,RENT,17351,VENTURE,7.65,0.27,4,610,no,1,
76ce18bc-e3ac-4dd1-baec-7a05f9817abe,42,male,Master,180922,19,MORTGAGE,15000,PERSONAL,14.12,0.08,17,713,yes,0,
76ce70ff-b559-4a1f-b905-afdb4f2f74ea,44,male,Associate,123674,24,RENT,15000,MEDICAL,8.94,0.12,12,623,no,0,
76d1f6ea-24c5-4f99-a372-1ca90bd5858e,29,female,High School,109022,6,MORTGAGE,24000,HOMEIMPROVEMENT,12.85,0.22,6,562,yes,0,
76d53d2a-e672-4e99-adc5-147705461506,26,female,Bachelor,44024,4,MORTGAGE,4500,HOMEIMPROVEMENT,10.59,0.1,2,673,no,1,
76d563de-7550-4470-92d1-5eb84a55c0ed,29,female,High School,39365,3,RENT,9250,HOMEIMPROVEMENT,15.65,0.23,7,625,no,1,
76d700b9-065d-469d-b864-47dc1595619b,31,female,Associate,51753,7,RENT,12500,PERSONAL,11.11,0.24,5,631,yes,0,
76d70f18-e679-451c-9a5e-5cd987df2a52,22,female,Associate,97065,2,RENT,18000,EDUCATION,10.99,0.19,4,667,yes,0,
76d81ac5-fdca-4bc8-bc8a-3e507722e888,44,male,Bachelor,74278,24,RENT,10000,PERSONAL,15.96,0.13,15,657,yes,0,
76da1b8d-315f-4c2e-92eb-fa5cb721aa3e,26,male,Bachelor,105380,3,MORTGAGE,15000,DEBTCONSOLIDATION,10.62,0.14,2,672,yes,0,
76dc9c81-3ede-43e9-b5e7-12cff0fa8b6d,39,female,High School,432824,16,RENT,3000,PERSONAL,11.48,0.01,12,650,no,0,
76dd0612-f5c5-4a42-a1cf-5a15fa391b3d,28,female,Bachelor,151074,8,RENT,10996,PERSONAL,11.91,0.07,5,593,no,0,
76dfb6e9-7016-4c86-80e3-bebdc7182dfa,32,female,Bachelor,174622,8,RENT,8800,PERSONAL,10.59,0.05,7,717,yes,0,
76e0a02b-7452-4bad-b673-0726fecf9d26,32,male,Bachelor,96874,9,RENT,14000,HOMEIMPROVEMENT,5.42,0.14,9,610,yes,0,
76e0d213-9246-4fc9-a794-0698c1cf7d4f,29,male,Doctorate,87472,7,MORTGAGE,12000,DEBTCONSOLIDATION,8.49,0.14,8,624,yes,0,
76e47dd5-bd36-4e43-ba8e-93bfbf80b76b,35,female,High School,157123,9,MORTGAGE,6657,HOMEIMPROVEMENT,17.37,0.04,5,659,yes,0,
76e59a7b-c44e-44da-b3bb-c0b118a53952,26,female,High School,31013,4,OWN,5000,EDUCATION,9.88,0.16,3,555,yes,0,
76e78f39-a284-4374-9f7b-e2553888333b,27,male,Master,80720,6,MORTGAGE,21000,MEDICAL,15.62,0.26,10,685,no,1,
76e7cb41-f06c-4132-b75e-137eaa10e403,31,female,Associate,577145,6,MORTGAGE,7878,DEBTCONSOLIDATION,5.78,0.01,8,707,yes,0,
76eacf52-815d-4b53-9f96-c308dd200af3,23,male,High School,72780,0,MORTGAGE,7200,DEBTCONSOLIDATION,13.13,0.1,4,583,yes,0,
76eb5655-24f1-44c5-9755-8cde326d60f2,26,male,Associate,37201,2,RENT,7000,MEDICAL,10.71,0.19,4,674,yes,0,
76eba318-9ad7-4ee2-af6e-f2b63a3d3510,32,female,Bachelor,65575,9,MORTGAGE,13000,VENTURE,12.53,0.2,10,671,no,0,
76ecb63c-2b41-4dda-af5b-4a716b92416e,22,male,Bachelor,89678,2,RENT,12600,PERSONAL,10.65,0.14,3,648,yes,0,
76ecf693-5083-461c-a688-4a76bd9ade0a,22,male,High School,51305,1,RENT,20000,VENTURE,6.99,0.39,4,602,no,1,
76ee85be-54a7-48ea-942d-c6db78bdec6f,27,female,Bachelor,46949,4,RENT,5000,MEDICAL,9.63,0.11,10,662,no,0,
76f150ca-8f3f-4511-bb1a-0c0754ff2a72,40,male,Bachelor,66898,16,MORTGAGE,3600,VENTURE,6.39,0.05,14,649,no,0,
76f4cb3a-02cd-4e27-8cff-fbc1da279561,22,male,High School,61027,1,RENT,4250,MEDICAL,12.69,0.07,4,627,yes,0,
76f57e04-dd5d-40ea-850f-524648ed801d,25,male,High School,114897,6,MORTGAGE,15000,DEBTCONSOLIDATION,11.49,0.13,3,645,yes,0,
76f595d1-fc8d-47e8-ba69-6c4dbd85838f,24,female,Bachelor,51333,1,RENT,6000,HOMEIMPROVEMENT,11.4,0.12,3,666,no,1,
76f6d12e-4494-43f2-9f1e-c7d2c4e2a757,28,female,Associate,72944,7,RENT,17000,PERSONAL,9.1,0.23,7,646,no,0,
76f7c87f-1189-4047-942e-01f22b9e42f9,25,female,Bachelor,135638,2,RENT,5000,DEBTCONSOLIDATION,10.25,0.04,3,657,yes,0,
76fa9add-ddba-4f1a-add4-b35ec91129e2,24,female,Bachelor,77783,2,MORTGAGE,15000,HOMEIMPROVEMENT,11.84,0.19,3,617,yes,0,
76fcbfa3-d5eb-4863-a928-eaa8b8bae614,31,male,High School,36738,8,RENT,2050,HOMEIMPROVEMENT,8.88,0.06,7,608,no,1,
76fd966d-2432-4011-bd0b-1ae684eadf36,22,male,High School,36852,0,RENT,13000,EDUCATION,13.11,0.35,3,663,no,1,
76fde9ce-012d-4d28-80dc-e6cb5bad7f88,25,male,Master,37764,2,RENT,14500,MEDICAL,17.04,0.38,3,653,no,1,
76fe2fe5-e7c9-4a4a-8d15-6342b5efa95f,26,male,High School,59002,5,MORTGAGE,10000,MEDICAL,11.01,0.17,3,614,no,0,
7700a382-93b7-463b-9c68-bba1c4f9bfe3,22,male,High School,81858,0,MORTGAGE,5500,EDUCATION,10.25,0.07,4,570,no,0,
7700fdbb-09a4-450c-a997-99191f2dd30d,23,female,High School,48860,0,RENT,1000,EDUCATION,6.03,0.02,2,646,no,0,
77013a85-bf06-4825-94e4-2ab18231ba5b,22,female,Associate,46397,0,RENT,10000,PERSONAL,10.37,0.22,4,536,yes,0,
77018413-b3d1-4312-8ab8-fd5122a89761,28,male,High School,74360,6,RENT,7000,DEBTCONSOLIDATION,12.98,0.09,8,640,no,1,
7704b86c-2220-4f9a-8139-6ab7c90aa96f,22,male,Master,32518,0,MORTGAGE,4400,VENTURE,11.49,0.14,3,625,yes,0,
